invoice_date,customer,amount
21. 06. 2021,Patel-Romero,76707.55
21. 06. 2021,Jones and Sons,10531.61
28. 08. 2021,Brown Inc,34331.19
07. 07. 2021,Mcdonald LLC,49858.65
07. 08. 2021,Sutton-Williams,96561.47
17. 07. 2021,Wiley-Parsons,49997.51
13. 05. 2021,Snyder and Sons,57021.17
08. 05. 2021,"King, Buchanan and Brown",96852.08
08. 07. 2021,"Carter, Sexton and Sharp",35083.03
27. 06. 2021,Moore Inc,54676.68
06. 05. 2021,"Hogan, Reyes and Brock",8375.16
21. 07. 2021,Evans LLC,36796.84
13. 08. 2021,"Odom, Thomas and Moore",97587.38
24. 07. 2021,Stewart Group,41987.71
14. 05. 2021,Gallagher LLC,68981.8
09. 05. 2021,"Schmidt, Fitzgerald and Parks",18995.31
26. 06. 2021,Carter-Andrade,99202.23
01. 07. 2021,"Mathis, Jones and Thompson",77981.26
03. 06. 2021,"Mason, Huffman and Campos",81104.7
25. 06. 2021,Horne-Dixon,65035.37
21. 05. 2021,Miller Ltd,72491.09
26. 06. 2021,Collins-Chase,44069.22
11. 06. 2021,Long and Sons,60426.29
31. 05. 2021,"Austin, Frank and Newton",60627.73
28. 06. 2021,Moore-Watts,88340.82
10. 05. 2021,"Taylor, Carney and Ashley",67085.28
06. 05. 2021,"Taylor, Brown and Blackburn",73016.85
17. 05. 2021,Perez-Barnett,39546.46
08. 08. 2021,"Davenport, Simpson and White",44626.28
08. 06. 2021,Wade LLC,74762.42
11. 07. 2021,Fernandez-Soto,25879.52
14. 05. 2021,"Allen, Carter and Dawson",96495.8
07. 05. 2021,"Simpson, Mckay and Brown",79920.24
22. 05. 2021,"Lee, Coleman and Colon",91959.39
15. 07. 2021,"Taylor, Andrews and Wright",22009.49
17. 06. 2021,West-Thompson,88393.58
15. 08. 2021,"Booth, Woods and Vargas",78563.93
17. 08. 2021,Phillips LLC,22499.04
20. 08. 2021,"Collins, Thomas and Williams",40804.06
02. 05. 2021,"Howe, Reed and Elliott",98885.56
08. 07. 2021,"Chase, Freeman and Foster",66653.66
12. 05. 2021,Klein-Rogers,13396.6
11. 06. 2021,Williams-Norton,4068.03
20. 06. 2021,"Morris, Lowe and Clark",71811.76
20. 07. 2021,"Byrd, Hampton and Snyder",69366.5
18. 07. 2021,"Robertson, Clark and Fields",1485.32
19. 07. 2021,Orozco LLC,25255.89
08. 06. 2021,Ponce-Mccarty,50966.3
29. 06. 2021,Wilkinson-Murphy,89054.35
30. 07. 2021,"Santos, Wong and Jefferson",93180.21
25. 08. 2021,Fisher PLC,35700.38
26. 06. 2021,"Morse, Logan and Martin",81822.09
03. 07. 2021,Kane Ltd,65820.63
20. 07. 2021,"Wright, Bishop and Coleman",38267.99
02. 06. 2021,Rowland-Carroll,46667.72
15. 07. 2021,"Bradford, Stevenson and Phillips",43030.67
29. 07. 2021,Hall LLC,13251.15
20. 08. 2021,Singh Group,55723.46
30. 07. 2021,Miller-Brennan,52304.22
04. 07. 2021,"Graham, Brock and Griffin",42125.25
21. 08. 2021,Castro PLC,49082.06
05. 06. 2021,"Miles, Hernandez and Marsh",69291.34
21. 05. 2021,Rivera Group,16559.05
08. 06. 2021,"Benson, King and Gonzalez",85280.68
01. 07. 2021,"Bowman, Young and Davis",45132.5
06. 07. 2021,Wright-Newman,78600.15
03. 07. 2021,Adkins-Harrison,39067.41
19. 07. 2021,Rios-Martinez,82294.49
08. 08. 2021,Young-Hooper,88875.01
13. 05. 2021,Thomas PLC,42692.95
09. 07. 2021,Garcia-Berger,48860.93
20. 06. 2021,Conner PLC,49281.57
28. 05. 2021,Mathis-Norton,20511.63
13. 08. 2021,"Phillips, Jones and Mendoza",35756.53
26. 06. 2021,Craig-Sanford,73910.28
10. 06. 2021,"Morales, Young and Flores",74973.75
23. 06. 2021,French-Barnes,21496.29
21. 05. 2021,"Bernard, Reid and Park",7929.9
24. 08. 2021,Wilson-Shields,91799.48
11. 06. 2021,"Miller, Williams and Perez",95593.35
05. 07. 2021,Caldwell Inc,29233.9
10. 06. 2021,"Bell, Guerrero and Flores",37367.48
27. 05. 2021,"Valentine, Bailey and Hoffman",93295.56
14. 07. 2021,"Fischer, Lawson and Clark",98663.89
09. 05. 2021,"Cook, Jones and Burnett",20302.91
03. 07. 2021,Roberts and Sons,9958.55
08. 05. 2021,"Reed, Cuevas and Reese",52043.21
31. 05. 2021,Garcia-Collins,75356.13
12. 06. 2021,Hall Ltd,2074.71
20. 06. 2021,Miller and Sons,51424.78
26. 07. 2021,Gibson-White,45787.3
07. 06. 2021,"Rodgers, Wyatt and Mcclain",57194.09
22. 06. 2021,George-Zavala,98181.83
20. 06. 2021,Adams Ltd,43102.5
10. 08. 2021,Hernandez-Ewing,48298.47
26. 06. 2021,Smith-Francis,41940.21
03. 06. 2021,Robbins and Sons,29733.86
04. 08. 2021,"Pennington, Perez and Lawrence",66848.71
24. 07. 2021,"Owens, Vaughn and Parker",98100.03
16. 05. 2021,Marsh-Gomez,58250.08
16. 07. 2021,Johnson and Sons,58691.83
23. 05. 2021,Travis and Sons,56912.65
05. 08. 2021,Andrews-Durham,72518.48
04. 08. 2021,"Mcgee, Hoffman and Mclean",15195.57
02. 07. 2021,"Deleon, Hull and Bowman",1544.52
24. 06. 2021,Williams-Hamilton,54164.22
03. 08. 2021,Roach and Sons,63260.91
31. 05. 2021,"Munoz, Stone and Moreno",75797.59
04. 08. 2021,Long and Sons,70871.91
29. 08. 2021,"Shaw, Clark and Murphy",8795.88
26. 08. 2021,"Jones, Chen and Franklin",24476.37
04. 07. 2021,Graham Ltd,76440.82
17. 07. 2021,Ramos-Carroll,1890.3
20. 07. 2021,Knapp-Powell,39008.62
18. 08. 2021,Ponce PLC,59396.67
05. 06. 2021,Santos Ltd,2445.08
30. 07. 2021,"Jones, Price and Bates",11871.94
04. 07. 2021,Ramirez and Sons,60049.59
15. 05. 2021,Price-Ross,35510.8
26. 05. 2021,Hernandez-Kramer,83861.48
24. 06. 2021,"Simmons, Flynn and Warner",59180.62
01. 05. 2021,Ryan-Pittman,71126.21
15. 05. 2021,Smith Group,75002.78
16. 05. 2021,Lucero Ltd,34450.64
02. 08. 2021,"Mann, Roman and Glover",43693.53
26. 08. 2021,"Steele, Evans and Nelson",12778.68
12. 07. 2021,Huang-Vargas,14697.38
09. 06. 2021,"Wells, Sweeney and Harris",78063.83
19. 05. 2021,Pena-Johnson,21065.96
26. 05. 2021,"Wheeler, Lewis and Hayes",95133.2
14. 08. 2021,"Oconnell, Cooper and Mcclain",77792.56
27. 05. 2021,Adams-Bates,19253.89
06. 08. 2021,Chambers-Castillo,52539.27
14. 05. 2021,Miller and Sons,3069.3
15. 08. 2021,Robinson-Morales,63592.06
13. 05. 2021,"Wong, Taylor and Miller",73066.55
17. 08. 2021,Sanders-Mccoy,22421.3
22. 05. 2021,Flores-Ellis,80018.35
25. 06. 2021,Peterson LLC,2704.15
24. 06. 2021,"Lopez, Powell and Richards",96578.43
10. 07. 2021,Graves Ltd,96446.53
06. 06. 2021,Rodriguez Inc,14784.13
14. 05. 2021,Hansen Inc,26049.21
13. 08. 2021,Hayden-Valenzuela,89563.59
02. 08. 2021,Alexander-Sullivan,17664.63
11. 06. 2021,Wright-Jackson,20787.57
24. 08. 2021,Johns-Johnson,52671.78
27. 07. 2021,Russell-Mcclain,94333.72
07. 05. 2021,Walter-Freeman,62682.24
24. 06. 2021,"Burton, Ayers and Robertson",51192.45
28. 07. 2021,"Jennings, Hardy and Hall",1588.03
17. 05. 2021,Walker-Sweeney,69349.76
15. 05. 2021,"Johnson, Brock and Hernandez",20379.35
14. 07. 2021,Taylor Group,4827.33
29. 06. 2021,Jackson PLC,98354.71
19. 06. 2021,Lee-Rodriguez,37711.18
19. 06. 2021,"Jackson, Garrett and Schwartz",73102.89
22. 06. 2021,Jenkins-Delacruz,7377.19
01. 05. 2021,"Marks, Tran and Robertson",63360.95
07. 07. 2021,Bond Group,51549.89
28. 06. 2021,"Lawrence, Brown and Johnson",93588.1
05. 07. 2021,Price-Cooper,40072.95
09. 06. 2021,Jones Inc,85346.35
08. 06. 2021,Rodgers-Santos,38186.98
21. 08. 2021,"Cook, Taylor and Carter",73189.93
11. 05. 2021,"Odonnell, Shea and Blackwell",88697.68
05. 06. 2021,"George, Leach and Garcia",71131.19
19. 08. 2021,Sutton Ltd,71379.76
13. 06. 2021,Garcia PLC,64210.22
22. 05. 2021,"Suarez, Nixon and Ingram",37619.93
17. 05. 2021,Matthews and Sons,59673.34
20. 06. 2021,"Colon, Powell and Sampson",55793.74
26. 05. 2021,Giles-Russell,39156.96
27. 08. 2021,"Anderson, Harris and Hawkins",18856.3
04. 05. 2021,"Hall, Fields and Ward",18869.84
27. 07. 2021,Hernandez LLC,38344.69
02. 06. 2021,Johnson-Thomas,95534.33
18. 08. 2021,"Fischer, Baird and Lowe",6189.27
13. 08. 2021,Blankenship-Anderson,2749.26
23. 05. 2021,"Hayes, Stark and Bennett",21421.95
10. 05. 2021,"Wallace, Allen and Ross",58910.05
24. 05. 2021,Espinoza Inc,21930.67
10. 06. 2021,"Bruce, Atkinson and Martinez",15337.09
26. 05. 2021,"Lewis, Hall and Taylor",3556.92
23. 05. 2021,Murray LLC,80261.41
01. 08. 2021,"Scott, Fletcher and Osborn",82511.15
28. 06. 2021,Robinson-Greene,72138.5
05. 07. 2021,"Cunningham, Davis and Vincent",31152.74
15. 05. 2021,"Dalton, James and Hood",38578.78
08. 08. 2021,"Ward, Parker and Higgins",59984.78
21. 07. 2021,Burke Inc,2386.31
26. 05. 2021,Casey-Carney,66891.58
01. 07. 2021,Davis-Gonzalez,84899.4
20. 07. 2021,"Green, Key and Hernandez",87678.29
19. 07. 2021,Delgado-Phillips,98833.94
16. 06. 2021,Taylor Group,9116.3
06. 06. 2021,Avila-Khan,82841.73
08. 08. 2021,"Flores, Nguyen and Carson",26690.08
05. 07. 2021,"Brown, Copeland and Johns",5904.06
18. 08. 2021,"Carroll, Young and Murphy",70994.18
07. 06. 2021,Williams-Wilson,77953.22
17. 08. 2021,Paul Group,11098.65
25. 08. 2021,Hernandez-Nelson,92282.25
11. 05. 2021,Johnson and Sons,39462.95
17. 06. 2021,Ramos LLC,63660.89
27. 06. 2021,"Mcclain, Dillon and Edwards",80928.88
04. 08. 2021,Ellis-Welch,20743.26
18. 05. 2021,Edwards Ltd,31129.43
14. 07. 2021,Williams Inc,38211.28
15. 06. 2021,Hester Ltd,47746.15
09. 07. 2021,Kane-Taylor,55932.9
12. 07. 2021,"Martinez, Burton and Johnson",7059.76
01. 07. 2021,Beltran-Jones,96503.24
15. 08. 2021,Baker LLC,93278.1
25. 05. 2021,Brown PLC,82335.72
17. 05. 2021,Skinner PLC,7231.54
12. 06. 2021,"Freeman, Ross and Burton",29531.92
23. 06. 2021,Stein and Sons,62745.35
22. 07. 2021,Hubbard Group,62130.66
21. 05. 2021,Mccarthy-Garcia,80733.36
13. 06. 2021,Rodriguez LLC,91751.43
29. 05. 2021,Lopez and Sons,49372.2
25. 06. 2021,"Valentine, Bailey and Hoffman",81998.05
24. 08. 2021,"Norton, Kelley and Johnson",51893.44
16. 08. 2021,Johns-Neal,449.14
12. 06. 2021,Hensley Ltd,24503.87
03. 05. 2021,Carlson Inc,5010.75
20. 07. 2021,"Lawson, Simpson and Schneider",44416.95
07. 07. 2021,"Ortiz, Reese and Thompson",6112.38
09. 08. 2021,Mcfarland-Russell,54313.27
29. 08. 2021,Peters and Sons,96769.29
03. 05. 2021,Carroll and Sons,33155.73
27. 06. 2021,Turner and Sons,8931.18
21. 05. 2021,Martin-Mullins,86681.9
20. 08. 2021,"Meza, Howard and Frank",66579.69
28. 05. 2021,Adams-Juarez,4565.88
27. 06. 2021,Baker-Hall,23645.34
15. 05. 2021,Henry-Cooper,96630.11
25. 08. 2021,Mccoy-Peck,93152.93
11. 07. 2021,Copeland Inc,68002.82
19. 05. 2021,Rodriguez-Mercado,2538.92
24. 06. 2021,Meyer Inc,23650.09
17. 06. 2021,Frank-Barker,20755.0
18. 06. 2021,Mejia-Rivera,78216.19
22. 05. 2021,Riddle-Cunningham,72037.09
21. 06. 2021,Mendoza PLC,9673.83
12. 05. 2021,"Ramirez, Oconnor and Fisher",63974.7
26. 05. 2021,Ferguson and Sons,12970.73
31. 07. 2021,"Ferguson, Johnson and Hill",68010.1
05. 08. 2021,Esparza-Burns,8279.18
08. 05. 2021,Peterson-Warren,92066.9
28. 05. 2021,Yang-Williams,55778.51
14. 08. 2021,"Richard, Miller and Andrews",95803.91
10. 06. 2021,"Arias, Walker and Burgess",74820.8
26. 07. 2021,Green-Richards,29149.06
28. 08. 2021,"Strickland, Barker and Park",45244.61
14. 08. 2021,Gilbert-Davis,72338.87
19. 08. 2021,Wood Ltd,54665.81
21. 07. 2021,Moore-Miller,72196.02
30. 06. 2021,"Hodges, Williams and Powell",94508.69
19. 07. 2021,Jones-Davis,75733.22
06. 05. 2021,Rivas-Lee,89846.57
07. 05. 2021,Wright-Garrett,54062.36
03. 08. 2021,Meyer Inc,74773.66
27. 06. 2021,"Alexander, Carr and Walter",65270.65
18. 07. 2021,Sullivan Group,38149.39
29. 05. 2021,Martin-Mullins,75387.01
18. 05. 2021,Lee-Leblanc,49296.07
11. 06. 2021,"Olson, Daniel and Carroll",31870.63
17. 06. 2021,"Guerra, Bates and Nguyen",97811.12
08. 06. 2021,"Deleon, Hull and Bowman",90297.97
02. 06. 2021,"Mejia, Becker and Livingston",45852.08
23. 06. 2021,Gomez Ltd,58307.77
28. 06. 2021,Young LLC,52171.46
29. 07. 2021,Jones and Sons,43564.91
18. 06. 2021,Lucas-Flores,40649.99
14. 05. 2021,Miller PLC,75765.87
08. 05. 2021,Wilson and Sons,2761.8
16. 06. 2021,Clay-Williams,36220.0
29. 07. 2021,Ellis-Brown,8197.05
07. 06. 2021,Rose-Lee,9328.7
09. 06. 2021,Ellis PLC,29128.88
07. 06. 2021,"Andrews, Garcia and Campbell",79376.45
11. 08. 2021,Smith-Thompson,11187.06
15. 05. 2021,Hunter-Brown,94525.82
23. 05. 2021,Moreno-Rodriguez,87839.73
01. 05. 2021,"Mitchell, Johnson and Smith",9353.56
21. 05. 2021,Ramirez-Merritt,97866.31
02. 05. 2021,Jones and Sons,45703.99
14. 05. 2021,Thomas-Richard,9010.07
18. 08. 2021,Jones Ltd,46804.52
25. 05. 2021,Campbell Inc,15674.98
09. 05. 2021,Oconnell PLC,15638.77
09. 08. 2021,George Inc,95978.25
12. 08. 2021,Nichols-Anderson,84949.58
18. 08. 2021,Carlson Group,31746.14
07. 06. 2021,Lee PLC,50763.92
19. 06. 2021,"Kelly, Peterson and Garrett",43601.68
18. 06. 2021,"Taylor, Adams and Kim",15581.53
24. 07. 2021,Silva-King,77895.94
06. 05. 2021,"Phillips, Carrillo and Hill",26998.89
12. 08. 2021,Harris-Foster,15605.63
23. 07. 2021,Griffin-Lee,25472.13
08. 05. 2021,Hughes Inc,35366.64
21. 07. 2021,"Crawford, Smith and Martinez",56554.26
14. 07. 2021,Murphy-Ward,27244.5
14. 06. 2021,Moore PLC,70092.19
02. 07. 2021,Kim PLC,65746.35
29. 08. 2021,Oconnell Group,59579.64
25. 05. 2021,"Hernandez, Long and Cross",95964.83
21. 06. 2021,Harris Group,61438.89
25. 07. 2021,"Gregory, Richardson and Barnes",34766.15
12. 07. 2021,"Matthews, Mitchell and Hall",27202.33
05. 08. 2021,Moore PLC,8049.46
03. 07. 2021,"Kim, Gonzales and Alvarado",25017.61
24. 07. 2021,Nicholson-Collins,99676.03
18. 05. 2021,"Martinez, Reeves and Kane",35017.85
10. 07. 2021,Lee-Norman,87199.11
19. 05. 2021,"Hawkins, Mccullough and Turner",57309.09
21. 05. 2021,Stone-Cardenas,37207.75
21. 08. 2021,Macdonald-Scott,28742.35
11. 05. 2021,Wang Group,85013.22
22. 07. 2021,"Rodriguez, Wood and Arnold",29217.63
28. 06. 2021,Scott-Howell,89611.12
18. 07. 2021,Duncan-Chambers,16845.67
24. 08. 2021,Smith-Serrano,95398.78
23. 08. 2021,Johnson-Valencia,89296.0
21. 07. 2021,Leach-Brewer,47592.42
02. 06. 2021,Ramirez and Sons,73910.77
09. 07. 2021,"Morgan, Manning and Kirk",7959.21
17. 07. 2021,Bowen-Johnson,65576.11
14. 07. 2021,Hunt PLC,42928.22
03. 06. 2021,"Williams, Bailey and James",28989.78
18. 07. 2021,"Nelson, Rice and Brown",19532.71
19. 06. 2021,Hernandez-Moon,15210.67
06. 08. 2021,"Durham, Weber and Nguyen",95179.6
25. 07. 2021,"Gomez, Brewer and Bailey",65714.44
30. 06. 2021,Maxwell-Davis,33168.06
28. 07. 2021,"Ruiz, Morris and Burnett",4763.61
03. 06. 2021,Jones-Davis,1514.28
22. 06. 2021,Griffin and Sons,36262.74
02. 05. 2021,"Alexander, Simpson and Atkins",13891.71
06. 07. 2021,Rhodes Group,90691.92
06. 08. 2021,Hill PLC,38445.02
21. 07. 2021,Henson-Lewis,85183.74
30. 07. 2021,Frey PLC,66194.59
10. 07. 2021,Savage-Chambers,38584.74
21. 08. 2021,"Thompson, Martin and Brady",10238.53
05. 05. 2021,"Johnson, Evans and Erickson",59201.0
15. 06. 2021,"Simmons, Clark and Hernandez",42115.87
03. 06. 2021,Wright-Dixon,24179.48
12. 05. 2021,Shepard PLC,49307.91
08. 05. 2021,Powers-Phillips,64365.62
03. 07. 2021,"Hebert, Hampton and Dickson",50860.05
15. 07. 2021,Neal-Roy,18837.53
05. 07. 2021,Mercado-Sanchez,88557.32
10. 08. 2021,"Moore, Perez and Nash",46306.79
11. 06. 2021,"Kline, Garcia and Kemp",43069.49
29. 07. 2021,"Evans, Mckee and Jensen",11930.15
06. 06. 2021,Taylor Ltd,62942.06
05. 07. 2021,Moran-Rodriguez,84907.85
26. 08. 2021,"Rose, Reed and Hoover",35893.33
25. 07. 2021,Johnson-Nelson,97059.33
15. 06. 2021,Navarro LLC,76529.28
17. 08. 2021,Miller-Hanna,60439.03
25. 08. 2021,Roberts-Alvarez,59131.59
04. 05. 2021,Ford Ltd,17113.19
05. 06. 2021,"Horton, Estrada and Flores",49662.14
17. 07. 2021,Mercado Ltd,12864.17
01. 05. 2021,"Trevino, Rhodes and Davis",76118.49
29. 06. 2021,Campbell-Montoya,53454.26
28. 07. 2021,Walters-Ramirez,75316.54
21. 08. 2021,"Crawford, Jones and Carroll",85757.88
06. 07. 2021,Cuevas Ltd,94891.87
06. 05. 2021,Gomez Group,71788.09
08. 06. 2021,Zavala-Anderson,26698.68
13. 08. 2021,Dunn Inc,78906.0
10. 05. 2021,"Case, Pena and Jackson",27442.13
25. 06. 2021,Mckenzie-Aguilar,87384.3
27. 06. 2021,Martin and Sons,4144.12
10. 08. 2021,Ali-Meyer,46118.31
14. 07. 2021,Hobbs Ltd,25598.36
13. 06. 2021,"Guzman, Gonzales and Steele",15121.16
09. 08. 2021,"Serrano, Simon and Wise",86581.97
12. 07. 2021,"Roberson, Mejia and Lyons",73314.93
15. 05. 2021,"Best, Johnson and Carter",84419.01
07. 07. 2021,Scott Inc,33858.89
02. 06. 2021,Martin and Sons,72166.7
11. 08. 2021,Savage-Brown,15232.7
19. 05. 2021,Love-Small,54041.03
21. 05. 2021,Gomez Ltd,83561.73
05. 07. 2021,"Dawson, Carr and Perez",11514.16
01. 06. 2021,Chen-Schmitt,13552.93
03. 08. 2021,"Frazier, Thompson and Boyd",42365.23
11. 07. 2021,Prince and Sons,33342.57
03. 08. 2021,Spears Inc,7586.22
23. 08. 2021,Smith-Fischer,35208.29
11. 06. 2021,Mercer LLC,35902.04
08. 07. 2021,Conley-Johnston,95836.64
14. 05. 2021,"Morales, Briggs and Schmidt",39971.29
02. 07. 2021,Schmitt Group,1200.81
24. 06. 2021,"Moon, Acosta and Espinoza",94315.77
01. 06. 2021,Leonard-Hoover,19734.34
17. 06. 2021,Walter-Farley,79155.6
03. 06. 2021,"Stephens, Contreras and Garza",47747.87
10. 07. 2021,"Fox, Perez and Horn",67855.14
23. 07. 2021,Romero-Hall,37529.88
14. 05. 2021,Jones Ltd,34233.73
16. 06. 2021,Smith-Haney,46236.27
25. 06. 2021,Bentley Inc,25288.19
10. 05. 2021,Hale-Erickson,42027.59
02. 08. 2021,"Bridges, White and Alvarado",20484.26
19. 05. 2021,White LLC,54704.96
23. 08. 2021,Graham-Williams,61931.9
06. 05. 2021,Orozco and Sons,27927.4
27. 07. 2021,Lee-Leblanc,52044.13
04. 08. 2021,Hamilton-Vincent,66796.83
08. 08. 2021,Johnson Inc,26278.34
15. 07. 2021,"Wright, Hernandez and Sutton",8958.07
28. 07. 2021,"Thomas, Singleton and Bailey",44697.73
13. 07. 2021,White-Armstrong,45419.93
09. 05. 2021,Cooper-Stewart,32425.73
01. 05. 2021,"Lopez, Huffman and Wallace",92424.89
21. 07. 2021,"Blair, Odom and Wade",53145.19
25. 06. 2021,Farrell Inc,85181.69
11. 05. 2021,"Henry, Wright and Merritt",61173.97
19. 07. 2021,"Morrison, Moyer and Pruitt",48613.48
09. 07. 2021,Rodriguez PLC,8033.59
09. 05. 2021,Archer and Sons,79577.53
21. 07. 2021,Smith Inc,303.23
23. 08. 2021,"Woodward, Reeves and Allen",21983.98
01. 05. 2021,Rangel Group,5095.1
23. 07. 2021,"Paul, Atkins and Moore",3402.48
28. 06. 2021,"Cooper, Lamb and Kim",68471.44
08. 08. 2021,"Ross, Mccann and Archer",92463.57
01. 05. 2021,"Walker, Clements and Ford",95889.98
03. 08. 2021,Mitchell Group,22638.64
27. 07. 2021,Nunez Group,37020.03
20. 07. 2021,Green-Henderson,9992.67
08. 05. 2021,Thompson-Roberts,43894.18
05. 05. 2021,Dunn-Dunn,22534.73
02. 07. 2021,Nichols-Lee,67587.29
25. 07. 2021,Zuniga-Chapman,48885.37
01. 08. 2021,Davenport-Alexander,15149.88
30. 05. 2021,Barajas LLC,69331.83
14. 05. 2021,"Blankenship, Brown and Smith",55552.09
03. 05. 2021,"Sexton, Walker and Martin",84378.07
25. 06. 2021,Ritter LLC,18267.91
24. 06. 2021,Taylor Inc,16049.22
08. 06. 2021,Odom LLC,73606.99
13. 07. 2021,"Smith, Gonzalez and Miller",16472.97
05. 07. 2021,Pope Group,65666.95
25. 05. 2021,"Summers, Weaver and Morgan",7870.41
15. 08. 2021,"Bennett, Lee and Barnes",18455.12
07. 06. 2021,"Sexton, Peterson and Brown",61890.38
19. 08. 2021,"Reed, Hester and Jones",82752.73
16. 06. 2021,Rodriguez Group,95087.13
08. 05. 2021,"Watson, Brown and Lopez",73622.09
07. 06. 2021,Black and Sons,45721.24
07. 05. 2021,"Gregory, Dunn and Lewis",8736.69
23. 07. 2021,Taylor-Williams,28407.28
28. 08. 2021,"Carlson, Peterson and Lopez",2767.43
04. 06. 2021,Williams LLC,17804.4
26. 07. 2021,Duke PLC,91324.41
16. 08. 2021,Miller and Sons,78877.96
16. 05. 2021,Zamora LLC,93650.7
15. 08. 2021,Williams PLC,72015.61
15. 05. 2021,Chavez Ltd,31531.05
22. 06. 2021,"Anderson, Marsh and Olson",72524.59
01. 05. 2021,Wright-Wells,6742.77
14. 07. 2021,"Turner, Larsen and Leblanc",35677.07
25. 05. 2021,Reid and Sons,72992.85
07. 08. 2021,Zimmerman-Andrews,4258.74
12. 07. 2021,Bennett-Rodriguez,72164.89
11. 07. 2021,Clark-Kelley,20335.19
08. 07. 2021,"Jackson, Miller and Johnson",14038.6
16. 08. 2021,Davis-Johnson,9895.65
23. 07. 2021,Walker-Sweeney,4412.07
16. 06. 2021,Ramos-Hurley,12337.19
14. 05. 2021,"Anthony, Strickland and Thompson",56760.55
04. 06. 2021,"Bush, Merritt and Thompson",71687.28
30. 07. 2021,Garza and Sons,86331.49
20. 06. 2021,"Hill, Vincent and Dyer",21173.77
27. 08. 2021,Fowler Ltd,80396.82
12. 06. 2021,"Kelly, Barron and Davidson",13632.8
27. 07. 2021,"Bryan, Barnes and Hill",65800.0
15. 06. 2021,"Atkinson, Montgomery and Bailey",72725.24
18. 05. 2021,Cuevas Ltd,2963.88
20. 07. 2021,"Moore, Cook and Rios",28645.33
04. 06. 2021,"Swanson, Barrett and Green",17894.48
20. 08. 2021,Baker-Lawrence,46214.92
07. 07. 2021,Williams-Ruiz,66754.85
01. 06. 2021,Moore-James,5607.84
16. 07. 2021,Black Inc,3306.3
29. 06. 2021,Sellers-Phillips,87938.79
09. 07. 2021,Marsh Group,9528.84
05. 05. 2021,Sutton-Williams,78335.78
14. 06. 2021,Coleman Group,65903.16
03. 07. 2021,"Kelly, Lopez and Lawson",26272.12
14. 06. 2021,Martin Group,94855.13
11. 06. 2021,Gonzalez LLC,21578.49
13. 07. 2021,"Brown, Brown and Marshall",674.35
14. 08. 2021,Brown-Bennett,37656.26
02. 05. 2021,Lane Group,80410.6
08. 07. 2021,"Estrada, Jacobs and Rodgers",10524.99
23. 07. 2021,Kelly-Anderson,18377.96
23. 05. 2021,James LLC,61920.01
17. 05. 2021,"Carter, Weaver and Caldwell",28584.23
24. 08. 2021,"Wilson, Smith and Dalton",15948.15
27. 05. 2021,"Curtis, Garcia and Stokes",49838.5
23. 06. 2021,Lewis LLC,3206.47
24. 08. 2021,Gibson-Harrison,70922.05
07. 06. 2021,Johnson-Garcia,37673.89
13. 07. 2021,Cortez PLC,8954.29
21. 06. 2021,Welch and Sons,38644.82
12. 08. 2021,"Welch, Mays and Rodriguez",57112.74
16. 08. 2021,Welch-Montgomery,21594.18
20. 05. 2021,"Conrad, Peterson and Petersen",68920.11
04. 05. 2021,"Stewart, Wright and Foley",30461.95
01. 05. 2021,"Patel, Stevenson and Henry",80689.01
21. 07. 2021,Meyer-Bradley,97824.22
31. 07. 2021,Jenkins-Cruz,58104.05
30. 05. 2021,"Carter, Hudson and Carr",74655.38
28. 05. 2021,Adams Group,76880.95
04. 07. 2021,Carroll Group,95758.75
21. 05. 2021,Riley Inc,72239.73
18. 06. 2021,"Harmon, Martinez and Bond",86371.07
10. 07. 2021,Moore Ltd,90879.06
20. 08. 2021,Richard-Smith,54026.52
17. 05. 2021,"Collins, Price and Williams",21325.41
16. 06. 2021,Levy Group,49452.99
26. 07. 2021,Clark and Sons,41824.31
24. 05. 2021,Mullins PLC,59520.24
18. 05. 2021,Yoder-Hanson,95757.81
08. 08. 2021,Johnson-Poole,47524.41
01. 06. 2021,Thomas-Mendez,28524.45
09. 05. 2021,Hamilton and Sons,93264.22
18. 08. 2021,Baker-Stanton,51826.46
04. 07. 2021,"Strickland, Juarez and Taylor",323.87
17. 07. 2021,Avila-Simpson,8802.62
17. 08. 2021,Gonzales LLC,6476.56
29. 06. 2021,Davis PLC,18032.68
13. 06. 2021,Wilkinson-Murphy,28807.63
25. 07. 2021,Lawson LLC,89426.0
12. 06. 2021,Sanchez-Snyder,7539.24
02. 05. 2021,Bailey-Diaz,46664.57
01. 05. 2021,"Chambers, Smith and Mitchell",5766.59
26. 07. 2021,Little LLC,82577.93
11. 06. 2021,Smith-Farmer,32663.25
24. 05. 2021,Hines Ltd,63494.55
01. 08. 2021,Baker PLC,7304.45
14. 05. 2021,"Perez, May and Martinez",69285.42
22. 07. 2021,Kidd PLC,38719.47
26. 06. 2021,Rollins-Dudley,37717.23
01. 05. 2021,Garcia-White,51258.8
08. 06. 2021,White-Armstrong,34036.1
29. 07. 2021,Snyder-Gallagher,16319.02
04. 05. 2021,"Taylor, Andrews and Wright",87682.77
25. 05. 2021,"Jimenez, Mullins and Bradshaw",74971.64
01. 07. 2021,Bray-Smith,21523.46
16. 08. 2021,Thomas PLC,57888.73
01. 08. 2021,Walter-Freeman,95131.7
09. 08. 2021,Cannon Inc,69501.37
08. 05. 2021,Lawson-Hall,5056.77
