text,y_test,y_pred
i tried an inexpensive program first and found it just did n't work . this program has been fantastic !,pos,neg
this cd is awesome from beginning to end . i really enjoy listening to this type of music . this cd is a must have .,neg,pos
the disadvantage is you have to press on button while you style . it makes my arm and finger tired,neg,pos
"i first saw this movie when i was a kid . it left a good impression . i am now nearly 50 and a cat came to live with me . my first female cat . i named it mewsette in honor of judy garland 's character in the movie . i then searched for the movie on the internet , found it , bought it . while it 's not as good as it was when i was a kid , it is still amusing",pos,neg
"i had an old caruso molecular setter that finally conked out . i thought the ion feature of this would be great . the clicking is annoying , but if it worked , i would n't mind . this puts out way less steam , causing the amount of time it takes to heat a curler much longer than the old system . then , after all that , it only curls about 1 / 2 as much . so , it takes longer for less curl- -not worth it . i hope i can get another caruso , but i hear they have problems now , too . ahhhh , remember the good old days when things worked",neg,pos
this is a cd of the history of the band . interesting but was not a music cd . was not worth the price,neg,pos
quickbooks is an incredible product . if you have never used it before try having someone walk you through it,pos,neg
"i have own this camcorder for 6 month it 's a good camcorder , esay to use , easy to bring as it 's design purpose , pc-55 is enough for home use only one thing i want to mention here , before i buy this camcorder , i thought that i can record video on ms duo in mepg format , and it 's easy for post-edit on pc , you know , tansfer a minidv tape to computer may need a huge space to save . however , when i replay the video which stored on ms , the sreen was full of mosaic fortunately , when use dv type to record , this situation never happens . good quality . the one press photo button also becomes useless because the bad quality",pos,neg
"this is a pep rally on cd ; an unsingable , emotionally charged pep rally . it really upsets me that this is the face of today 's christian music . the melodies are not easily singable at all , and the songs use all the same musical cliches . this is worship manipulation at it 's best . if you read the words to learn something concrete about god , you will find nothing of substance . they talk about actions to give god and our response to god , but no meat-and-potatoes of why we should be doing this . god is great , but why ? this is very disturbing , and completely unacceptable for congregational worship .",neg,pos
three six mafia has out done there self with this new guy chrome about every song is decent which is hard to find these days,pos,neg
bands from the 90s just sucked and nirvana fits in with that . they had a couple of ok songs and kurt cobain was some what talented but this is nothing to get excited about . i can not for the life of me see the things people see that just go off about how great they were . i do n't see it . this is another cd in a long line of cds from the 90s that are a disgrace to music .,neg,pos
"i found i did enjoy this movie , even though the director took liberties . it does n't follow so much the novel by jane austen , but if you have n't read the book and are unable to do the comparisons , this movie is enjoyable . i gave 4 stars because of the liberties taken by the director , but did like what i saw",pos,neg
"this scope is not a good starter scope for anyone interested in astronomy . here 's why : 1. the objective is too small , only 60 mm , 2.36 inches , so it is too small to bring in the light necessary for even a beginning look at the universe . i suppose it is adequate for the moon , but that is it . the planets will appear as very small disks . one will be able to see saturn 's rings , but the image will be very small . forget it for deep sky objects , clusters , galaxies , etc. 2. the mount is an altazimuth , which will not follow the celestial object in the sky . the earth is rotating , and anyone focusing on a star or moon will quickly find the object drifting out of the field of vision . a better mount is an equatorial mount which makes it much easier to track objects . 3. the 4mm eyepiece is too powerful for this scope . the observer will find it hard to look through ( very small eye opening ) , and will in most cases cause blurred images . the 20 mm eyepiece is the only functional eyepiece . the barlow is a 3x , which again is too poweerful for this scope . 4. the mount will vibrate when touched , which will cause the image in the eyepiece to "" shiver "" , which is very frustrating . even for the low price , do n't be enticed by this scope ; it has too many flaws . save your money for a larger scope with a better mount . jim "" konedog "" koenig , astronomy buf",neg,pos
"i think i understand what camp is . "" the damned "" is a film taking upon itself the allegorical rise and fall of nazi germany in such an overindulgent manner that one cringes and giggles at the same time . i guess gay folks everywhere can blame luchino visconti the "" great "" director for making a laughing stock out of homosexuals in nazi ss garb . mel brooks realized in his film "" the producers "" that nazi 's are damn funny , but not even brook 's vision could foresee the downfall of the essenbeck family as the currents of early nazi bloodshed swirls about . the uniforms are art deco at its worst . the young blonde , aryan , cross-dressers are a bathhouse dream until they 're lined up against the wall . rome may have had caligula , but the reich had blonde pedophiles . what a thrill to see helmut berger swishing about in marlene dietrich bodice and stockings . i watched the whole thing and i 'm going to end this review to take a shower",neg,pos
"well its definetly improved version since the last one , but they still have a lot of things to do . the biggest problem is pages . if text has specific symbols , like greek letters and u try to export your file to doc , forget it . u 'll have the same problem as 10 yrs ago , either funky symbols or underline dashes . keynote is much better . but if u r a scientist and not a sales man , both packages still have a lot of room for improvement . however , i 'm still happy with this purchase , because it 's apple soft and looks much nicer than any ms software will get in the future",pos,neg
"i bought this heating pad about a month ago and it did not get near as hot as i would like ! it is so hard to find a good heating pad now , but i would not reccomend this one",neg,pos
"i enjoy greek mythology and i love this story . although there was alot of bad acting especially from the lead character jason , who acted like he was stoned throughout the film . i was expecting the hydra guarding the golden fleece but got a oversized komoto dragon ( lost me there ) this film had potential but the director went off on some wierd drug indused trip . overall i was dissappointed and was expecting more . sorry",neg,pos
"the freshman is a very funny movie . the central joke is that marlon brando plays a godfather type figure in lower manhattan who for obvious reasons looks exactly like the titular character brando so famously portrayed . matthew broderick is the freshman , an innocent nyu film student , who through some comedic misadventures gets involved with brando and his "" family "" . the funniest scenes involve a komodo dragon loose in a new jersey shopping mall though the whole film is a delightful comedy . the movie has no real violence and though there are a few mild "" bad "" words the movie is fairly appropriate for viewing by older kids and families .",pos,neg
"i installed this unit in my basement about 6 months ago , and it has been working flawlessly ever since . things i noticed : if the power goes out , the unit will not turn back on automatically ( as some other units do . ) if you want to use the continuous drainage ( which i highly recommend ) via a hose , you have to punch out a plastic disc on the side of the unit . i would have designed a screw-type plug that was replacable , but they did n't think of that . anyway , once you punch the quarter-size disc out it 's out forever . if you choose to use the continuous drainage feature , you will need to pick up a hose with an inner diameter of 15mm ( .59 "" or just over half an inch . ) i went to the local diy center and found some clear tubing that has worked well . the unit can operate down to 2-degrees c ( 36-degrees f ) , which will be great for continuous operation in the garage to keep the tools from rusting . has three fan settings : med , high and quiet . "" quiet "" really is quiet , and could probably work just fine in a bedroom . though , it does warm the room it 's in . how much it warms it depends on the humidity setting . four settings : the humidty level ( humidstat ) can be set to "" continuous dehumidification "" ( which is the default setting ) , 50% , 60% and 70%. the fan will continue to run but the dehumidification processor will turn off when it reaches the selected humidity level . cool . i mean , that 's when the fan will just blow room-temp air . a full drainage tank will stop the unit and illuminate a "" tank full "" indicator light . the unit is not that heavy - - maybe for some , but not nearly as heavy as some people make it sound . it 's 30.8 pounds . according to the instructions : you will need at least 21 cm ( about 8 inches ) of clearance in front , behind and side to side . air blows out of the top of the unit , so you 'll need to make sure it 's clear as well . there are movable louvers on the top to direct the air straight up , 45-degrees or almost straight ahead . power consumption : cfm-25e is 220w / / cfm-40e is 330w i highly recommend this model dehumidifier",pos,neg
"maybe it 's because i was upgrading from an older version - - 2002 - - but i found the new features to be very good . for example.. . the junk mail feature works better than any other i have used . it was catching junk from the very beginning , and has missed very few things . i have only had one thing put in the junk folder that was not junk email . also the security features are far superior to the 2002 version . and the calendar is more flexible and easier to use . installation was seemless . i think it might be a little overpriced , but considering how long i will keep it , it 's not too bad",pos,neg
nice cd cool beats songs like welcome to atlanta pick it u,pos,neg
"i purchased this tripod from 47th street photo through amazon.com . the tripod appeared to arrive in good shape , except that the operating instructions were not included . i immediately emailed 47th stree photo at the customer service address printed on the flyer they included with my shipment . i asked them if they would be able to send me a copy of the operating instructions . they did not respond to my email , so a few days later i emailed them again . once again , no response . i then emailed amazon.com , and informed them of the missing instructions and the non-responses from 47th street photo . no response from amazon either ! as far as the tripod goes , it appears to be a very good value for the money . i gave it 4 rather than 5 stars because , due to the missing operating instructions , i cannot be certain i have properly checked out all of its features . however , i am certain that both 47th street photo and amazon.com rate zero stars for customer service . i will use neither one again",pos,neg
"i was very pleased to discover all of the data packed into this program . setting up the query parameters is easy & the amount of info concerning places of interest ( services , banks , transportation ) is substantial . about the only drawback i found was the quality of the help contents , which was not very user friendly . most of the time i was unable to find solutions to my question / problem because the data was way too complicated ( displaying data in technical equations ) or was not listed at all . however , calls to technical support usually resolved the questions . finally , i was disappointed that the program does not allow you to print written legends off to the side on your map ( ie : a listing of addresses for your push pin locations ) . other than that , the program is very handy , loaded with tons of great data & the quality of the maps is superior .",pos,neg
"i 've got this meter a month ago . i intended to use it to measure my pulse during exercise , but i 've never been able to do so ! at rest , the meter gives a reading after several attempts , but often inaccurate . you have to stay still as a statue for 10-20 seconds to get a reading . now i 'm using it as an exercise watch / stopwatch",neg,pos
"ok ( i imagine there 's still drool over my & quot ; earlier&quot ; review...and my wife is none too pleased either.. . ) truth or dare time ! i bought this cd out of none-too-scientifical curiousity , that , and & quot ; let me blow ya mind&quot ; - and guess what ? i 'm beginnin ' to dig the entire cd . as i mentioned , 99 & amp ; 44 / 100th% of & quot ; rap music&quot ; fully explains to me what gregg allman meant when he sang , & quot ; it 's not my cross to bear . &quot ; ok , that being said , eve pulls no punches ( although the & quot ; skits&quot ; on the thing about wet myself laughing ) , and she 's not a lady whom 'd i 'd like to cross . but & quot ; i bought the ticket , so i 'm gonna take th ' ride . &quot ; and enjoy myself mightily while doing so. .",pos,neg
"i had the same problem with works suite 2002 that i had with 2006. the product key that came with the discs would not install microsoft word ; the message "" invalid product key "" came up . after a computer problem , i reformatted the drive and did a reinstall from the original works 2002 discs . the invalid key message showed up when i tried to install word 2002. after arguing with microsoft people for three weeks i bought the new works suite 2006. after running all the discs to a clean hard drive , everything worked except , again , the invalid key message came up and would n't activate word . highly irritating . i got it going by to microsoft works , programs , clicked word document , got an "" activate product "" and got word installed and running . this seems to be a dumb glitch in the software",pos,neg
"in the past , i used to distance myself from certain rock genres because of a bad first experience . i 'd be introduced to band , not like it , and claim the entire genre as being ' not for me' . the forecast , however , has changed how i feel . i , personally , love a heartfelt emo record just as much as the next guy , but only because i was introduced to jimmy eat world and spitalfield a couple of years back . those bands allowed me to embrace the entire genre as a whole , and expand my emo knowledge . imagine though , if you will , that i was new to emo . you , in theory , hand me a copy of "" late night conversations "" and tell me to listen . of course , i hate it , and lose any interest i may have had in the genre . to make a long story short , the only good that came out of ' late night conversations ' ( an underproduced , generic , stale piece of s**t ) was the revelation that came post-listen . never judge an entire genre by the first or second band you 're introduced to ( from said entire genre ) . not every metal band is iron maden . not every punk-pop band is blink 182. not every nu-metal band is linkin park . not every ' emo ' band is jimmy eat world . every aspect of music has it 's ups and downs , and the forecast is clearly one of the downs . now that i 've bored you with an entire rant about nothing , i 'd like you to pass on ' late night conversations' . with your help , the forecast wo n't sell another record , and , in turn , leave the scene forever . not recommended , duh",neg,pos
"those who condemn this book for not being a long , boring list of name origins and meanings , or for stating that their name has gone out of style for today 's children , are missing the point . "" baby names now "" is a fun , readable guide to what people are naming their children in the early 2000s , including famous namesakes ( saints , popes , presidents , royalty , music and movie stars ) and what some celebrities have named their children . it 's also fascinating to read how certain names have gone out of style : for example "" lisa , "" "" amy , "" "" susan "" and "" dawn "" were very popular for babies born in the 60s ( and thus , my classmates ) , but are rarely used today . the book 's major flaw is in not recognizing that parents name their children using the last names of people they admire , not just the first names . at one point , it reads "" harrison ford...is almost certainly the reason for the name harrison 's popularity "" - excuse me , ever hear of the beatles ? the entries for the name "" jordan "" do n't mention michael jordan , certainly a major inspiration for that name in this area . the entry for "" jackson "" does n't mention michael , janet , or samuel l . the entry for "" landon "" does n't mention michael . the entries for "" cassidy "" do n't mention david and shaun , so popular in the 70s when many of today 's moms were growing up . the entry for "" lucas "" - do i have to say it , fellow star wars kids grown up and naming their children ? and come on , how can you mention the name "" wayne "" without acknowledging the popularity of john wayne ? still , this is a lot of fun , and i give the authors credit for recognizing that "" althea "" is from a grateful dead song . i look forward to the next edition",pos,neg
"this book is beautiful outside , i love the lace up binding and place for picture on the front . what i do not like is how there is no specific places to write in , you just have to use your imagination as to how to word and to position things on each page..too much like scrapbooking for me , i wanted a book with blank lines and spots to write in..for example one blank page will say , "" all about mom "" then another that says "" baby shower "" etc..but the pages are blank . i need more structure",pos,neg
its just realy sad that hip-hop dont sound like hard to earn anymore.. . gang starr still gets daily airplay on my stereo and im glad i support these guys,pos,neg
"i like wordperfect much better than microsoft word as it is easier to use . reviel codes solves a lot of problems when text wont behave . not available in word . i bought the x3 version because of some bad bugs in ver 12. , like not being able to export my address book without errors and mail merge problems . the price was right on amazon and it was easier that trying to fix 12. i do n't see a big difference between the two versions except that they fixed all the problems that i was having in 12. if an earlier version is working for you , i see no good reason to upgrade . b",pos,neg
"golijov 's music incorporates jewish , arabic , christian , afro-brazilian , and other ethnic influences ad nauseum.. . so what ? listening to this disc is like having dental work done without novocaine . only diversity nazis who want to smugly bask in their own "" enlightened "" weltanschauung will find much to enjoy here . golijov cunningly caters to these folks ' taste . may he ride it all the way to the bank .",neg,pos
"bill , when will you just die ? if you read this feel free to email me evan.fett@gmail.co",neg,pos
"...and im happy about it ! i think i might cry if'n it shows up again . fareals . if albums where 3 dimensional this wouldn e'en make the c-side ! i love me some roy , but bruh hurt me with this one . i forgive him tho , cause he done gave me much much pleasure up til now.. . ...um , hope that came out right . *pimp struts off stage / pounds chest with gorilla fist / machismo free flowing* m'out yall , peace !",neg,pos
"i must say that this book does has a lot of pictures in it showing the aspects of shakespear 's world and plays . they are very good and intertaining but i must warn you that the book has a whole chapter with illustrations ( in detail ) of people having sex . the book is probably very good if you like reading text books , and do n't mind these pictures , but i was just too grossed out . if you are teaching lit in college and / or studying shakespeare , this is probably the book that you should use , but you should flip through the book first ( i.e : library , book store ) to see if that is what you want on your book shelves .",neg,pos
"for the first quarter of the book , i thought eugenia was ( to be polite ) a witch . she slowly became likeable . all of poor cyrus 's choices in clothing were so tacky . the story had a good blend of romance and mystery . after reading this book and all the talk of glass , i have a serious interest in collecting glass art",pos,neg
"the title of this product is a joke . it should be called "" not easy cd burning "" . roxio version 5 was much easier than this one is . it is way too complicated for burning simple cds",neg,pos
your site was the only place where could find a replacement for my lost nikon uc-e6 usb cable for my nikon coolpix 3100. even nikon could not satisfy my request . thank you cynthia valesi,pos,neg
"i 'm not sure what compelled me to seek out "" americano , "" written and directed by kevin noland . it 's not as if i was dying to check up on the career of joshua jackson , a star of tv 's "" dawson 's creek . "" perhaps i was intrigued by dennis hopper 's inclusion in such a small scale production- -i mean the man is always interesting even when his material is less than stellar . here , however , the lure for him seems to have been his daughter ruthanna , who has a supporting role and serves as a producer on this film . maybe it was international star leonor varela , a beauty who is surely one good role away from making it big in america . most likely , though , it was the idea of seeing the movie as a travelogue of spain . with great scenery , bull fights , hemingway , hard drinking and partying , the running of the bulls- -the atmosphere alone might have made intriguing viewing . however , i am going to be rather hard in my assessment of this film . i think noland has talent and i look forward to other works . the film is photographed well and has good performances . my problem stems from the fact that there is absolutely no drama in this familiar coming-of-age story . with an astounding lack of real character insight , this little production about characters at a crossroads falls absolutely flat . the setup is simple . as recent college graduates , jackson and two pals ( who bicker comically ) are spending the last few days of their vacation in spain before jackson must return to the "" real "" world and a new job . facing the eternal struggles between childhood and adulthood , work and independence , freedom and monotony , dreams and reality- -jackson falls into lust with a local played by varela . should he ditch it all for this worldwind romance ? should he abandon responsibility for a life of leisure ? should he stay in spain ? these are legitimate questions and a legitimate , albeit familiar , story path . what makes "" americano "" so tedious and uninvolving , however , is that the film does n't allow you to know its characters . a character study with no genuine character development seems a hard concept to pull off- -and "" americano "" does n't succeed in doing anything remotely deeper than the superficial presentation of friends on vacation . we never know anything about jackson 's job or life in america , or his dreams , passions , interests , etc...aside from this fleeting romance . sure , the film goes through the requisite motions- -jackson writes pretentious poetry and talks to statues of hemingway , what else would you expect in spain ? if he has artistic aspirations , however , the screenplay surely never develops this . lacking any real guidance as to what jackson envisions for his life , i simply fell into the camp of "" who cares ? "" there are plenty of authentic moments in the depiction of spanish culture . dennis hopper 's role , however , as a club host is a complete misfire . ultimately , though , my genuine disinterest in the film comes from a screenplay that asks me to care but never goes beneath the surface for emotional truth and character depth . sure , jackson 's at a crossroads- -but lacking any understanding of what he wants , it made no difference to me what he chose . sorry , but that 's a big problem when it is your film 's central theme . kgharris , 02 / 07",neg,pos
it 's exactly what i wanted to buy : complete collection of ultimate x-men . i do n't mind scrolling up and down on my laptop in order to see the whole picture . the ads were kind of annoying though . i just hope marvel puts all the other x-men series on cds like this,pos,neg
"the slippers look nice and smell great . they were difficult for me to get on my feet . the lining was too restrictive . once they were on , they were very awkward and uncomfortable to take any steps . it 's unlikely that i will ever use them on my feet . i will only use the inserts for aromatherapy",neg,pos
"its a cable , it works , what else do you want ? i know its not the cheapest one out there , but this one says "" sony "" on it . yea ! ! but , i am a true believer that you only get what you pay for . im sure its better quality than the five dollar version at the flea market . who knows , but i sure feel all warm and fuzzy about getting quality sony products .",pos,neg
"very slow storage even with a fast card....small but too thick for comfortable handling . i ended up selling it on ebay and buying a canon sd600 which is a great camera , thin enough to fit in your shirt pocket , fast storage of images and the battery lasts a very long time . i 've charged it once and have taken many many holiday pictures . do n't buy the nikon without first checking out the canon sd600.",neg,pos
"this album was one of my biggest "" mistakes "" ( bought it 3 years ago ) . it 's childish songwriting and really not good enough for an alternative-rock-band . better you buy instead : up the bracket ( the libertines ) or some strokes-stuff. .",neg,pos
"while the memory foam in this pillow is of good quality and the craftsmanship seems equally good , this pillow is too small to do an adult much good . it is much smaller than you might think and will not serve its intended purpose . it could be perfect perhaps for a child",neg,pos
"mr. shirley sneaks into iran , hiding in the box of a truck , where he should have stayed . he spends 3 or 4 days in iran , most of it trying not to be seen . he walks around for a few hours . he speaks to 3 or 4 truckdrivers , 2 or 3 shopkeepers , and a few assorted others , from which he assembles a complete picture and understanding of the political and social infrastructure of iran . along the way he explains , on just about every other page , how the cia is a complete failure in every facet of it 's existence , how all the career people in it 's employ are arrogant idiots who are devoid of all compassion and intellect . he explains each of the cia 's mistakes , along with his explanation of what they ought to have done . he is , of course , ex cia himself , having left it because no one there understood anything about anything",neg,pos
"this is the 3 copy version of norton av . ( one cd will create three copies ) i purchased it to save money as it was less than $20 per copy . i bought it to replace nav 2006 on the same three computers which had expired . installed easily on two machines . just the uninstall of 2006 and the install of 2007. the first machine was more difficult . there is evidently some conflicting software on the computer as i had to use msconfig for a "" clean boot "" per norton web site instructions . i kept running into the "" blue screen of death "" on the previous installs when i would get to the actual install of the norton av . each time i would have to uninstall the program and do more . but all of the help came from the symantec ( norton ) website . it is now working fine . added : my personal preference is to not use software firewalls . i use a router with nat as a hardware firewall . ( it only blocks unauthorized incoming malware ) software firewalls try to tell you about everything leaving your computer and generally you either become paranoid or just shut the thing off . they are intended to look for malware by behavior . antivirus programs look for malware by signature . the only advantage to finding malware by behavior is if the computer is attacked in the first day or two of the malware 's existence . if one has an antivirus program it will eventually ( within a few days ) find the problem that the software firewall was trying to tell someone about . ( assuming they have n't given up yet with too many cries for wolf ) . so the only software firewall i have ( microsoft os firewall ) is turned off and thus i have n't had the same problem as others report . as a practice i sent junk email directly to the trash can and avoid weird websites . so far no problems with malware .",pos,neg
"i have been aware of naturallyspeaking for over 15 years . we initially utilized this software to assist people with severe disabilities such as cerebral palsy to be able to have basic commands understood . more recently five years ago i bought edition 4.0. i found it to be frustrating when ever there was any background noise so i basically quit using it . when i saw the 8.0 being advertised as the voice recognition software specifically for a small business atmosphere , i thought i would try it one more time . being a slow typist it has truly changed my life for the better . only 45 minutes were required to set up the speech-recognition files when the occasional mistakes occur during dictation if you correct those and change those right at that time , i never see that same misunderstanding happening again . i have recommended it to two friends who are buying it . it really does allow you to sit back in your chair relax , drink your coffee and dictate reports , answer e-mail or whenever it is you might need to do . i ca n't think of any $70 expenditure that has given me so much back in such a short time . i almost always have my headset on when i 'm in front of the computer because anything that involves typing or entering data i used the dragondictate to do",pos,neg
"it was a relief for me to be able to keep and upgrade word and excel , and to get virtual pc ( for access ) as well . i used them a lot on my pc a few years ago , and when i first switched to mac , could n't find software that did what they did . i had no trouble installing the upgrade on my imac g5 , nor did i have trouble installing virtual pc . the only thing that was disappointing was that i could n't find out whether accessing the internet from virtual pc would open me up to pc-type viruses , or if mac 's unix system would protect me there , too . i continue to be disappointed that the mac version of this software is not as rich as the pc version . but the upgrade itself worked well for what it was meant to do",pos,neg
i got what i wanted in the time frame promised...the way it 's supposed to work,pos,neg
"i have not had a chance to thoroughly review this product , but i was disappointed the calendar feature could not display the information i wanted especially since i had contacted customer service prior to purchasing the program and was assured it could be done",pos,neg
"orange county as a movie tries to play it safe . the director tries to be in tow with what he believes is a good film . i must say for around 50% of the film i was laughing . jack black is truly my favourite character in the film . colin hanks , the lead actor , is a boring sophisticated person.he also plays black 's brother in the film . although jack black doesnt have a huge role in it , everytime he 's on the screen i seem to forget all the other characters around . i thought the scene in which he jumps into the swimming pool with just his under-shorts was funny . but i defintely feel there are some seven other scenes featuring this master of crazy comedy . i didnt find colin hanks ( in the film ) inspiration inspiring at all and think he should have gone to stanford.for the simple reason i believe he didnt have much enough at orange county to wait for.but then that 's a story flaw or story strength ( however you perceive it ) come to think of it colin hanks character was extremely realistic , polite and believable.now all the credit in the world to the director for this.however , it was the drugged jack black who really tries to get him into something . ive seen school of rock and i 'm sorry for i did not like it as much as i liked orange county.it 's the presence of jack black that does it for me.i 've seen the film 4 times which is probably why i ca n't stand hanks and his goodness . anyhow , forget all that , watch the film - rent it , steal it , buy it , download it....just give it a watch . cheers",pos,neg
"i wanted to buy a compact slim d-camera . those with larger zoom are quite bulky , you ca n't carry around all the time . i think a slim camera is a better choice . i slip into my pocket while wondering around and come across something nice and take a picture of it . you ca n't do it with a huge camera . after i made up mind about a slim camera , my choices were either casio exilim or sony dscw series . casio exilims are very sexy . they have a lot of mode scenes . they also function as voice recorder . you can take pictures of book pages etc. they have anti-shake capability which is said to reduce blurred images . i was almost buying a casio exilim . being a diligent person i wanted to search more and more . i found out that the so-called anti-shake feature is a bogus . many people found it useless . that was a good reason to choose casio . then i found the picture quality of exilim is not really good.i found some pictures taken with exilim . they were soft , not crisp colors . search the web reviews made by photo professionals . casio exilim is rated significantly less than sony in picture quality . with iso 200 noise was still detectable in most reviews . those same reviewers however found sony dscw doing a better job . there was no noise with iso 400 which means even in lower light condition sony did a better job ( less granularity in pictures with low light ) . big difference ! . one feature of sony that made it very attractive was its strong macro . it is 0.74 inch which means you can bring your camera 0.74 inch ( 2 mm ) close to an object ( say a bug ) and still take a brilliant picture of it . now comparison of exilim and sony to summarize : casio exilim anti-shake ( it 's a bogus ) slim lower macro ( 2.5 inches ) lower picture quality ( detectable noise at iso 200 ) a lot of scene modes quick shutter sony dscw series slim ( in fact it is slimmer ) higher macro ( 0.74 inches ) higher picture quality ( no noise in iso 400 ) not a lot of scene modes quick shutter so.....i purchased a sony dscw 7 mp. i took lots of pictures . they are all brilliant , detailed and crisp , true colors . i tried macro and took pictures of bugs . you can see the hairs on the legs of bugs . absolutely no noise whatsoever , no blurry . it 's a marvel of technology . i took pictures of fireworks in july 4th using high iso setting . they came out brialliantly like professional pictures . it also uses a different kind of battery that you ca n't buy at your grocery which can leave you vulnerable . so you may wanna buy a spare one ( about 40 bucks ) . but you can always recharge it . and it lasts much much longer than aaa or nimh batteries . it was a perfect choice . i highly recommend it .",pos,neg
when this show was on back in the day on fox i couldnt believe i was actually watching something i could relate to . there doesnt seem to be really that many tv shows that deal with dark and the real life experinces of real people . if ya ask me when it was on . it was actually something that gave me some relief . i deal everyday with some experinces re-lated to the show . its somewhat of a constant battle . enough about me . im really glad all 3 seasons are out . and im also glad i didnt have to wait many years either . one thing i didnt like about fox when titus was on they kept moveing it around . it wasnt fair for the show . then the next thing ya know there were some repeats then it was gone . im not really happy with fox cause titus still should be on tv or had a much longer run then it did . i hope chris shows up in something else soon . hes got one of those faces ya never forget,pos,neg
"there 's little more to say....great item , almost a "" must have "" , but forty bucks for a half ounce of plastic is absolutely criminal",neg,pos
"collin has done it again . i did n't think i 'd enjoy a cd as much as his & quot ; the walls came down , & quot ; but & quot ; tracks&quot ; is just great . every song is better than the last . you ca n't go wrong with collin raye and you ca n't find anyone with a better voice . buy this one",pos,neg
"it 's strange ; this just came on fx , and once it was on , i was compelled to stay up and watch the whole thing , even though i 've already seen it ( in the theatres during its initial release run ) , and it cost me sleep to watch it all the way through this time around . even for all of the bad press that this movie got , and all of the disgruntled viewers who were expecting another horror , this truly is one of my favorites from m. night shyamalan - this , along with "" lady in the water "" ( another must have for me ) , is a movie that i feel compelled to add to my collection . as the other reviewers state , it 's not truly scary , but more a suspenseful film , as i actually find all of shyamalan 's movies to be . in my humble opinion , he 's not trying to provide movies best-suited to halloween scare-fest marathons , but movies that are suspenseful and thought-provoking . as annoying as some of his ticks may be to some viewers , there 's thought put into each of his films , unlike stupid wastes of celluloid like "" hostel "" and those damned "" saw "" movies ( enough , already ) ! at least after seeing this in the theatre , i felt that i 'd gotten my money 's worth for the ticket price , and this is definitely a movie that i feel i could watch repeatedly . in my opinion , the social commentary and romantic aspects only add to the viewing experience provided by this film . do n't buy this if you 're looking for a horror like "" the exorcist "" - if that 's what you want , buy and watch "" the exorcist "" . if you 're looking for a film with twists and turns that tie in to a somewhat deeper meaning , and will have you nodding your head in agreement with the way things play out on screen , buy this movie . even if you know what happens in the end , i 'm sure you 'll find yourself wanting to watch it again over time",pos,neg
"' introducing postmodernism ' is a good source to gather names of philosophers , architects , artists , anthropologists , linguists , and everyone in between that have been somehow connected to pm . the problem , and it is a big one , is that this style of tour de force writing does little to contextualize all these diverse disciplines . sure , if you only have half an hour to read up on pm , you can whip through this book and go on with your life . but if you 're wanting to really absorb the phenomenon , and perhaps go on to read more , this book is not the place to start . check out david harvey 's ' condition of postmodernism . ' this will rip the top of your head clean off ! it 's much more weighty ( in every sense of the word ) , but your understanding of pm will vastly improve , and will better prepare you to go on to other important writers of the ' genre '",neg,pos
"the updates are frequent and expensive . good program , but it 's not worth the trouble and expense of upgrading",neg,pos
"this is a good example of the kind of scope astronomers warn beginners against . the first red flag is the ridiculously high maximum magnification of over 700x . do you know what you will see at 700x in this scope ? nothing but a dim blur . note that the objective ( main ) lens is 60mm . all telescope optics have inherent limitations ; maximum useful magnification per millimeter of aperture is about 2x . therefore , with any attempt to use this scope at magnification of over 120-140x , increase in image size will be more than offset by breakdown , and that 's even assuming the quality of the objective lens is any good . the finder is useless , smaller than the bare minimum size of 6x30. finding anything but the moon will be time-consuming and frustrating . the low power 20mm eyepiece may or may not be usable on the scope , depending on its design and field of view . that the design information is not given in the ad is disturbing . and do n't even think of using the 4mm ( high power ) eyepiece or the barlow . i do not recommend equatorial mounts for beginners . their tracking properties are primarily for astrophotography , and for this they require careful setup . the equatorial mount on this scope is provided primarily as a marketing gimmick to impress naïve buyers with its complex "" scientific "" appearance . in a way , it is hard to fault celestron for making and marketing this scope . their upper-tier instruments are quite good , but the big money appears to be made on mass market toys like this . in one sense the sale of these scopes subsidizes their good models . just make sure , gentle reader , to stay away from the toys . using an astronomical telescope is not like playing an mp3 file and but rather like playing a guitar . it is a learned skill . and you must do a lot of homework before you buy a telescope . buying without prior experience is like buying a car without knowing anything about driving . if you want to see the wonders of the sky , contact your local astronomy club and attend one of their star parties . the members love sharing their hobby and can set you straight as to how to get started . the best way is to learn the sky with the unaided eye and 10x50 binoculars ( decent ones are available on amazon ) , then graduate to something along the lines of a 150-200mm ( 6-8 "" ) dobsonian ; celestron 's own 6 "" starhopper can be found on amazon for under $290. for more information on buying telescopes , see my encyclopedic guide on amazon : "" so you want to buy a telescope .",neg,pos
"i like almost all of lifetime 's movies and love tuning in to watch but this was certainly not one of the best . the name bring "" obsessed "" was not what it should have been called , the lady was dreaming and had an illness . this movie had a horrible twist which made the ending bad and hard to follow and understand the whole way through , this movie was not what i had expected . as i said i like almost all of lifetime original movies but i definitely wa n't be watching this one again .",neg,pos
