Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1046,1-STORY 1946+,RL,,13680,Pave,,1,Lvl,3,CulDSac,0,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,5,1,4,1733,0,0,1733,0,0,2,0,4,1,3,8,2,1,4,Attchd,1955.0,1,2,452,3,3,2,0,0,0,0,0,0,0,0,,0,June,2009,WD,Normal,139600
1047,2-STORY 1946+,RL,85.0,16056,Pave,,1,Lvl,3,Inside,0,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,3,PConc,5,3,2,6,240,1,0,1752,1992,GasA,5,1,5,1992,876,0,2868,0,0,3,1,4,1,5,11,0,1,4,BuiltIn,2005.0,3,3,716,3,3,2,214,108,0,0,0,0,0,0,,0,July,2006,New,Partial,556581
1048,1-STORY 1946+,RL,57.0,9245,Pave,,2,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,686,1,0,304,990,GasA,5,1,5,990,0,0,990,0,1,1,0,3,1,3,5,0,0,0,Detchd,1996.0,1,2,672,3,3,2,0,0,0,0,0,0,0,0,,0,Feb,2008,WD,Normal,145000
1049,1-STORY 1946+,RL,100.0,21750,Pave,,0,Lvl,3,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,1771,0,0,1771,0,0,1,0,3,1,3,9,1,1,3,Attchd,1960.0,1,2,336,3,3,2,0,0,0,0,0,0,0,4,,0,Nov,2009,WD,Normal,115000
1050,1-STORY 1946+,RL,60.0,11100,Pave,,0,Low,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,5,1,5,930,0,0,930,0,0,1,0,2,1,4,6,0,0,0,Detchd,1946.0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2010,WD,Abnorml,84900
1051,1-STORY 1946+,RL,73.0,8993,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1302,1302,GasA,5,1,5,1302,0,0,1302,0,0,2,0,3,1,4,6,0,0,0,Attchd,2007.0,3,2,436,3,3,2,0,22,0,0,0,0,0,0,,0,Aug,2007,New,Partial,176485
1052,1-STORY 1946+,RL,103.0,11175,Pave,,1,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1316,1316,GasA,5,1,5,1316,0,0,1316,0,0,2,0,3,1,4,6,0,1,4,Attchd,2007.0,3,2,440,3,3,2,0,20,0,0,0,0,0,0,,0,Oct,2007,New,Partial,200141
1053,2-STORY 1946+,RL,100.0,9500,Pave,,0,Lvl,3,Corner,0,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,0,3,442,1,0,374,816,GasA,3,1,5,1127,850,0,1977,0,1,1,1,4,1,3,9,0,1,3,Attchd,1964.0,2,2,540,3,3,2,0,52,0,0,0,0,0,4,,0,June,2007,WD,Normal,165000
1054,1-STORY 1946+,RL,68.0,8562,Pave,,0,Lvl,3,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,3,3,CBlock,3,3,2,3,383,1,0,833,1216,GasA,5,1,4,1526,0,0,1526,0,0,1,0,4,1,3,7,2,1,4,Basment,1957.0,1,1,364,3,3,2,116,78,0,0,0,0,0,0,,0,May,2010,WD,Normal,144500
1055,2-STORY 1946+,RL,90.0,11367,Pave,,0,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,932,1,0,133,1065,GasA,5,1,5,1091,898,0,1989,1,0,2,1,3,1,4,7,0,1,4,Attchd,2002.0,3,2,586,3,3,2,199,60,0,0,0,0,0,0,,0,Nov,2006,WD,Normal,255000
1056,1-STORY 1946+,RL,104.0,11361,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,3,3,CBlock,4,3,0,5,644,1,0,549,1193,GasA,3,1,5,1523,0,0,1523,0,1,2,0,3,1,3,7,0,1,3,Attchd,1976.0,3,2,478,3,3,2,0,0,0,0,189,0,0,3,,0,May,2008,COD,Abnorml,180000
1057,1-STORY PUD 1946+,RL,43.0,7052,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,2,6,659,1,0,705,1364,GasA,5,1,5,1364,0,0,1364,1,0,2,0,2,1,4,6,0,1,4,Attchd,2005.0,2,2,484,3,3,2,192,36,0,0,0,0,0,0,,0,June,2006,WD,Normal,185850
1058,2-STORY 1946+,RL,,29959,Pave,,2,Lvl,3,FR2,0,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,6,595,1,0,378,973,GasA,5,1,5,979,871,0,1850,0,0,2,1,3,1,4,7,0,1,4,BuiltIn,1994.0,3,2,467,3,3,2,168,98,0,0,0,0,0,0,,0,Jan,2009,WD,Normal,248000
1059,2-STORY 1946+,RL,96.0,11308,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,2,6,936,1,0,168,1104,GasA,5,1,5,1130,1054,0,2184,1,0,2,1,3,1,5,10,0,1,4,Attchd,2008.0,3,3,836,3,3,2,0,102,0,0,0,0,0,0,,0,July,2009,WD,Normal,335000
1060,1-1/2 STORY FIN,RL,,11275,Pave,,1,HLS,3,Corner,1,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,3,1,3,297,3,557,0,854,GasA,3,1,5,1096,895,0,1991,0,0,1,1,3,1,3,7,0,1,4,Detchd,1977.0,1,2,432,3,2,2,0,0,19,0,0,0,0,0,,0,Mar,2007,WD,Normal,220000
1061,1-STORY PUD 1946+,RL,41.0,4920,Pave,,0,Lvl,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,616,1,0,722,1338,GasA,5,1,5,1338,0,0,1338,1,0,2,0,2,1,4,6,0,0,0,Attchd,2001.0,3,2,582,3,3,2,0,0,170,0,0,0,0,0,,0,Apr,2010,WD,Normal,213500
1062,1-STORY 1945-,C,120.0,18000,Grvl,,0,Low,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,0,1,0,1,0,894,894,GasA,3,1,5,894,0,0,894,0,0,1,0,2,1,3,6,0,0,0,Detchd,1994.0,2,3,1248,3,3,2,0,20,0,0,0,0,0,0,Shed,560,Aug,2008,ConLD,Normal,81000
1063,2 FAMILY CONVERSION,RM,85.0,13600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,662,662,GasA,3,0,5,1422,915,0,2337,0,0,2,0,5,2,3,10,2,0,0,Detchd,1945.0,1,2,560,3,3,2,0,57,0,0,0,0,0,0,,0,Sept,2007,WD,Normal,90000
1064,1-STORY 1945-,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,0,4,397,1,0,706,1103,GasA,4,1,5,1103,0,0,1103,0,0,1,0,2,1,4,5,0,1,4,Detchd,1976.0,1,2,440,3,3,2,166,120,0,0,0,0,0,3,,0,July,2006,WD,Normal,110500
1065,1-STORY 1946+,RL,,11000,Pave,,1,Lvl,3,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,3,CBlock,3,3,1,4,740,3,230,184,1154,GasA,5,1,5,1154,0,0,1154,0,0,1,1,3,1,3,6,0,1,1,Attchd,1966.0,2,2,480,3,3,2,0,58,0,0,0,0,0,3,,0,Nov,2009,WD,Normal,154000
1066,2-STORY 1946+,RL,80.0,14000,Pave,,0,Lvl,3,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,5,3,3,6,1201,1,0,105,1306,GasA,5,1,5,1306,954,0,2260,1,0,2,1,3,1,4,7,0,0,0,Attchd,1996.0,2,2,533,3,3,2,296,44,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,328000
1067,2-STORY 1946+,RL,59.0,7837,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,799,799,GasA,4,1,5,799,772,0,1571,0,0,2,1,3,1,3,7,0,1,3,Attchd,1993.0,2,2,380,3,3,2,0,40,0,0,0,0,0,0,,0,May,2009,WD,Normal,178000
1068,2-STORY 1946+,RL,80.0,9760,Pave,,0,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,3,CBlock,3,3,3,6,674,3,106,0,780,GasA,3,1,5,798,813,0,1611,1,0,1,1,4,1,3,7,0,0,0,Attchd,1964.0,2,2,442,3,3,2,328,128,0,0,189,0,0,0,,0,June,2008,WD,Normal,167900
1069,2-STORY PUD 1946+,RM,42.0,3964,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,0,5,837,1,0,105,942,GasA,4,1,5,1291,1230,0,2521,1,0,2,1,5,1,3,10,5,1,4,Attchd,1973.0,3,2,576,3,3,2,728,20,0,0,0,0,0,4,,0,June,2006,WD,Normal,151400
1070,1-1/2 STORY UNF,RL,60.0,9600,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,5,220,1,0,625,845,GasA,3,1,5,893,0,0,893,0,1,1,0,2,1,4,4,0,0,0,Detchd,1985.0,1,2,576,3,3,2,0,0,0,0,0,0,0,0,,0,May,2007,WD,Normal,135000
1071,1-STORY 1946+,RL,72.0,10152,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3,3,0,4,586,1,0,462,1048,GasA,3,1,5,1048,0,0,1048,1,0,1,0,3,1,3,6,0,0,0,Attchd,1956.0,1,1,286,3,3,2,0,20,0,0,192,0,0,0,,0,June,2007,WD,Normal,135000
1072,2-STORY 1946+,RL,78.0,11700,Pave,,0,Lvl,3,Inside,0,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,298,1,0,429,727,GasA,5,1,5,829,727,0,1556,0,0,1,1,4,1,3,8,0,0,0,Attchd,1968.0,1,2,441,3,3,2,0,0,0,0,0,0,0,0,,0,May,2009,WD,Normal,154000
1073,1-1/2 STORY FIN,RL,50.0,7585,Pave,,0,Lvl,3,Inside,0,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,2,1,1,0,1,0,810,810,GasA,2,1,4,1002,454,0,1456,1,1,1,0,4,1,3,7,0,1,3,Detchd,1954.0,1,1,280,3,3,1,0,0,0,0,0,0,0,0,,0,Aug,2006,WD,Normal,91500
1074,2-STORY 1946+,RL,75.0,7950,Pave,,1,Bnk,3,Corner,0,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,3,CBlock,3,3,0,4,535,1,0,155,690,GasA,3,1,5,698,728,0,1426,0,0,1,1,3,1,3,6,0,0,0,Attchd,1977.0,3,2,440,3,3,2,252,0,0,0,0,0,0,3,,0,July,2009,WD,Normal,159500
1075,1-STORY 1946+,RL,74.0,8556,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1240,1240,GasA,5,1,5,1240,0,0,1240,0,0,2,0,2,1,4,5,0,0,0,Attchd,2006.0,2,3,826,3,3,2,140,93,0,0,0,0,0,0,,0,May,2007,WD,Normal,194000
1076,2-STORY 1945-,RL,75.0,13125,Pave,,0,Lvl,3,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,410,1,0,390,800,GasA,3,1,5,960,780,0,1740,0,0,1,1,3,1,3,6,0,2,4,Attchd,1940.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,,0,July,2007,CWD,Normal,219500
1077,1-1/2 STORY FIN,RL,60.0,10800,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,0,5,626,1,0,170,796,GasA,4,1,5,1096,370,0,1466,0,1,2,0,3,1,4,7,1,1,3,Attchd,1950.0,1,2,566,3,3,2,436,21,0,0,0,0,0,0,Shed,500,Apr,2006,WD,Normal,170000
1078,1-STORY 1946+,RL,,15870,Pave,,1,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,3,3,CBlock,3,3,1,4,75,3,791,230,1096,GasA,5,1,5,1096,0,0,1096,1,0,1,0,3,1,3,6,0,0,0,Attchd,1969.0,3,1,299,3,3,2,240,32,0,0,0,0,0,0,,0,Mar,2006,WD,Abnorml,138800
1079,1-STORY PUD 1946+,RM,37.0,4435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,1,6,662,1,0,186,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,4,Attchd,2004.0,2,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,May,2006,WD,Normal,155900
1080,1-STORY 1946+,RL,65.0,8775,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,495,1,0,495,990,GasA,4,1,5,990,0,0,990,0,0,1,0,3,1,3,5,0,0,0,Attchd,1996.0,1,1,299,3,3,2,0,64,0,0,0,0,0,0,,0,Apr,2007,WD,Normal,126000
1081,1-STORY 1946+,RL,80.0,11040,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,4,CBlock,3,3,0,5,656,1,0,602,1258,GasA,5,1,5,1258,0,0,1258,0,1,2,0,3,1,4,5,0,0,0,Attchd,1971.0,2,2,528,3,3,2,55,0,0,216,0,0,0,0,,0,Oct,2008,COD,Abnorml,145000
1082,1-STORY 1946+,RL,75.0,7500,Pave,,0,Lvl,3,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,824,1,0,216,1040,GasA,2,1,5,1040,0,0,1040,1,0,1,1,3,1,3,5,0,0,0,Attchd,1963.0,3,1,308,3,3,2,0,0,220,0,0,0,0,3,,0,June,2010,WD,Normal,133000
1083,1-STORY 1946+,RL,70.0,8749,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,4,3,PConc,4,3,0,1,0,1,0,1459,1459,GasA,5,1,5,1459,0,0,1459,0,0,2,0,3,1,4,6,0,1,4,Attchd,2002.0,2,2,527,3,3,2,192,39,0,0,0,0,0,0,,0,Sept,2007,WD,Normal,192000
1084,1-STORY 1946+,RL,80.0,8800,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,0,4,553,1,0,698,1251,GasA,3,1,5,1251,0,0,1251,1,0,1,0,3,1,3,6,0,2,4,Attchd,1964.0,2,1,461,3,3,2,0,116,0,0,0,0,0,3,Shed,700,Mar,2006,WD,Normal,160000
1085,2-STORY 1946+,RL,,13031,Pave,,2,Lvl,3,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,5,592,1,0,99,691,GasA,4,1,5,691,807,0,1498,0,0,2,1,3,1,3,6,0,1,3,Attchd,1995.0,3,2,409,3,3,2,315,44,0,0,0,0,0,0,,0,July,2006,WD,Normal,187500
1086,SPLIT FOYER,RL,73.0,9069,Pave,,0,Lvl,3,Inside,0,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,2,6,747,1,0,189,936,GasA,5,1,5,996,0,0,996,1,0,1,0,2,1,4,5,0,0,0,Attchd,1992.0,1,2,564,3,3,2,120,0,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,147000
1087,2-STORY PUD 1946+,RM,,1974,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,4,334,1,0,212,546,GasA,3,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,0,Attchd,1973.0,2,1,286,3,3,2,120,96,0,0,0,0,0,0,,0,May,2010,WD,Normal,83500
1088,2-STORY 1946+,FV,85.0,10574,Pave,,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1082,1082,GasA,5,1,5,1082,871,0,1953,0,0,2,1,3,1,4,9,0,1,4,Attchd,2005.0,2,3,1043,3,3,2,160,50,0,0,0,0,0,0,,0,May,2009,WD,Normal,252000
1089,2-STORY PUD 1946+,RM,24.0,2522,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,0,1,0,1,0,970,970,GasA,5,1,5,970,739,0,1709,0,0,2,0,3,1,4,7,5,0,0,Detchd,2004.0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,137500
1090,1-STORY PUD 1946+,FV,37.0,3316,Pave,Pave,1,Lvl,3,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,6,1039,1,0,208,1247,GasA,5,1,5,1247,0,0,1247,1,0,1,1,1,1,4,4,0,1,4,Attchd,2005.0,3,2,550,3,3,2,0,84,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,197000
1091,DUPLEX,RL,60.0,8544,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,4,1040,0,0,1040,0,0,2,0,2,2,3,6,0,0,0,Detchd,1987.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,,0,June,2009,WD,Normal,92900
1092,2-STORY PUD 1946+,FV,24.0,2160,Pave,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,0,4,510,1,0,90,600,GasA,5,1,5,624,628,0,1252,1,0,2,1,2,1,4,4,0,0,0,Detchd,1999.0,1,2,462,3,3,2,0,48,0,0,0,0,0,0,,0,Mar,2008,WD,Normal,160000
1093,1-1/2 STORY FIN,RL,60.0,8400,Pave,,0,Bnk,3,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,3,423,1,0,758,1181,GasA,2,1,5,1390,304,0,1694,0,0,2,0,4,1,3,7,0,1,4,Detchd,1925.0,1,2,576,3,3,2,342,0,128,0,0,0,0,0,,0,June,2008,WD,Normal,136500
1094,1-STORY 1946+,RL,71.0,9230,Pave,,0,Lvl,3,Corner,0,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,1,6,661,1,0,203,864,GasA,4,1,5,1200,0,0,1200,1,0,1,1,1,1,4,6,0,0,0,Detchd,1977.0,1,2,884,3,3,2,0,64,0,0,0,0,0,3,,0,Oct,2006,WD,Normal,146000
1095,1-STORY 1946+,RL,74.0,5868,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,248,3,240,448,936,GasA,5,1,5,936,0,0,936,1,0,1,0,2,1,3,4,0,0,0,Attchd,1956.0,3,1,308,3,3,2,0,0,80,0,160,0,0,0,,0,May,2010,WD,Normal,129000
1096,1-STORY 1946+,RL,78.0,9317,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,24,1,0,1290,1314,GasA,4,1,5,1314,0,0,1314,0,0,2,0,3,1,4,6,0,1,4,Attchd,2006.0,2,2,440,3,3,2,0,22,0,0,0,0,0,0,,0,Mar,2007,WD,Normal,176432
1097,2-STORY 1945-,RM,60.0,6882,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,684,684,GasA,3,1,5,773,582,0,1355,0,0,1,1,3,1,4,7,0,0,0,,1914.0,0,0,0,0,0,2,136,0,115,0,0,0,0,0,,0,Mar,2007,WD,Normal,127000
1098,1-STORY PUD 1946+,RL,,3696,Pave,,0,Lvl,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,0,1,0,1,0,1074,1074,GasA,5,1,5,1088,0,0,1088,0,0,1,1,2,1,4,5,0,0,0,Attchd,1987.0,2,2,461,3,3,2,0,74,137,0,0,0,0,0,,0,Oct,2007,WD,Normal,170000
1099,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,4,672,1,0,0,672,GasA,3,1,5,757,567,0,1324,0,0,1,0,3,1,3,6,0,0,0,Detchd,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,,0,July,2009,WD,Normal,128000
1100,1-STORY 1946+,RL,82.0,11880,Pave,,1,Lvl,3,Inside,0,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4,3,0,5,704,1,0,567,1271,GasA,3,1,5,1601,0,0,1601,0,0,2,0,3,1,3,7,0,1,3,Attchd,1978.0,2,2,478,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2009,COD,Abnorml,157000
1101,1-STORY 1945-,RL,60.0,8400,Pave,,0,Bnk,3,Inside,0,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,3,290,1,0,0,290,GasA,3,0,3,438,0,0,438,0,0,1,0,1,1,2,3,0,0,0,Detchd,1930.0,1,1,246,3,3,0,0,0,0,0,0,0,0,0,,0,Jan,2009,WD,Normal,60000
1102,1-STORY 1946+,RL,61.0,9758,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,412,3,287,251,950,GasA,3,1,5,950,0,0,950,0,0,1,0,3,1,3,5,0,0,0,Detchd,1981.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,,0,July,2007,WD,Normal,119500
1103,1-STORY 1946+,RL,70.0,7000,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,0,3,588,1,0,422,1010,GasA,5,1,5,1134,0,0,1134,0,0,1,0,2,1,3,6,0,0,0,Attchd,1960.0,2,1,254,3,3,2,0,16,0,0,0,0,0,1,,0,Apr,2007,WD,Family,135000
