,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1133,1136,1-STORY 1945-,RM,60.0,6180,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,960,960,GasA,3,0,5,986,0,0,986,0,0,1,0,2,1,3,5,0,1,4,Detchd,1926.0,1,1,180,3,3,2,0,128,0,0,0,0,0,0,,0,May,2007,WD,Normal,102000
1143,1146,1-1/2 STORY FIN,RM,52.0,6240,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,1042,1042,GasA,5,1,5,1042,534,0,1576,0,0,1,0,3,1,3,8,0,1,4,Detchd,1928.0,1,1,225,3,3,2,0,0,0,0,0,0,0,0,,0,Aug,2006,WD,Family,149000
1146,1149,1-1/2 STORY FIN,RM,,5700,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,572,572,GasA,3,1,5,572,539,0,1111,0,0,1,0,2,1,3,5,0,1,4,Detchd,1982.0,1,1,288,3,3,2,0,0,176,0,0,0,0,0,,0,Aug,2008,WD,Normal,116900
1147,1150,2-STORY 1945-,RM,50.0,9000,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,0,5,624,1,0,26,650,GasA,5,1,5,832,650,0,1482,0,1,1,0,3,1,3,7,0,0,0,Detchd,1930.0,1,2,324,3,3,2,0,0,0,0,0,0,0,0,,0,July,2009,WD,Normal,143000
1151,1154,1-STORY 1945-,RM,,5890,Pave,,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,5,538,1,0,278,816,GasA,5,1,5,816,0,0,816,0,0,1,0,2,1,3,5,0,0,0,Detchd,2002.0,1,1,432,3,3,2,0,0,96,0,0,0,0,0,,0,June,2008,WD,Normal,120500
1175,1178,1-1/2 STORY FIN,RM,,3950,Pave,Grvl,0,Bnk,3,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,468,1,0,350,818,GasA,3,1,5,818,406,0,1224,0,0,1,0,3,1,3,5,0,0,0,Detchd,1926.0,1,1,210,3,3,0,0,0,116,0,0,0,0,0,,0,Dec,2009,WD,Normal,115000
1179,1182,1-STORY PUD 1946+,RM,64.0,5587,Pave,,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5,3,3,6,1480,1,0,120,1600,GasA,5,1,5,1652,0,0,1652,1,1,2,0,2,1,4,5,0,1,4,Attchd,2008.0,3,2,482,3,3,2,162,53,0,153,0,0,0,0,,0,Nov,2008,New,Partial,392500
1189,1193,1-1/2 STORY FIN,RM,60.0,9600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,702,702,GasA,4,1,5,842,630,0,1472,0,0,1,0,3,1,4,6,0,0,0,Detchd,1925.0,1,1,250,3,2,1,0,0,84,0,0,0,0,2,,0,July,2007,WD,Normal,125000
1190,1194,1-STORY PUD 1946+,RM,,4500,Pave,,0,Lvl,3,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,0,6,883,1,0,341,1224,GasA,5,1,5,1224,0,0,1224,1,0,2,0,2,1,3,5,0,0,0,Attchd,1999.0,3,2,402,3,3,2,0,304,0,0,0,0,0,0,,0,June,2009,WD,Normal,165000
1194,1198,2-1/2 STORY,RM,65.0,8850,Pave,,1,Bnk,3,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,815,815,GasA,5,1,5,815,875,0,1690,0,0,1,0,3,1,3,7,0,1,4,Detchd,1916.0,1,1,225,3,3,2,0,0,330,0,0,0,0,0,,0,July,2006,ConLw,Normal,144000
1199,1203,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,884,884,GasA,5,1,5,884,464,0,1348,1,0,1,0,3,1,3,5,0,1,2,Detchd,1960.0,1,1,216,3,3,0,0,0,208,0,0,0,0,0,,0,May,2009,WD,Normal,117000
1213,1217,DUPLEX,RM,68.0,8930,Pave,,0,Lvl,3,Inside,0,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,1318,584,0,1902,0,0,2,0,4,2,3,8,0,0,0,Attchd,1978.0,1,2,539,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,112000
1215,1219,1-1/2 STORY FIN,RM,52.0,6240,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,4,0,5,672,240,0,912,0,0,1,0,2,1,3,3,0,0,0,,1947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,July,2006,WD,Normal,80500
1216,1220,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,0,1,0,1,0,672,672,GasA,3,1,5,672,546,0,1218,0,0,1,1,3,1,3,7,0,0,0,,1971.0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,,0,Apr,2006,WD,Abnorml,91500
1245,1249,2-1/2 STORY,RM,60.0,9600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,0,3,319,1,0,416,735,OthW,2,0,5,1134,924,0,2058,0,0,1,1,3,1,3,8,0,1,4,Detchd,1950.0,1,2,396,2,2,1,0,0,259,0,0,0,0,0,,0,Apr,2008,WD,Normal,129500
1252,1256,1-1/2 STORY FIN,RM,52.0,6240,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,2,425,1,0,459,884,GasA,3,1,4,959,408,0,1367,0,0,1,0,3,1,3,6,0,1,4,Detchd,1978.0,1,1,560,3,3,2,0,0,0,0,120,0,0,0,,0,Nov,2007,WD,Normal,127500
1263,1267,2 FAMILY CONVERSION,RM,60.0,10120,Pave,,1,Bnk,3,Inside,0,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,0,1,0,1,0,925,925,GasA,3,0,3,964,925,0,1889,0,0,1,1,4,2,3,9,0,1,4,Detchd,1960.0,1,1,308,3,3,0,0,0,264,0,0,0,0,3,,0,Jan,2007,WD,Normal,122000
1282,1286,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,0,1,0,1,0,780,780,GasA,5,1,3,825,587,0,1412,0,0,1,0,4,1,3,6,0,1,4,Detchd,1939.0,1,1,280,3,3,2,45,0,0,0,0,0,0,0,,0,May,2009,WD,Normal,132500
1288,1292,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3,3,0,5,231,1,0,399,630,GasA,3,1,5,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,0,Detchd,1972.0,1,1,264,3,3,2,185,0,0,0,0,0,0,0,,0,Feb,2009,WD,Normal,119500
1289,1293,2-STORY 1945-,RM,60.0,6600,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,0,1,0,1,0,994,994,GasA,3,0,5,1378,994,0,2372,0,0,2,0,4,2,3,11,2,0,0,Attchd,1985.0,2,1,432,3,3,2,0,287,0,0,0,0,0,0,,0,Dec,2009,WD,Normal,107500
1294,1298,MULTILEVEL PUD,RM,35.0,3675,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,3,6,547,1,0,0,547,GasA,4,1,5,1072,0,0,1072,1,0,2,0,2,1,3,5,0,0,0,Basment,2005.0,3,2,525,3,3,2,0,44,0,0,0,0,0,0,,0,June,2006,New,Partial,140000
1300,1305,2-STORY PUD 1946+,RM,32.0,3363,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4,3,0,1,0,1,0,976,976,GasA,5,1,5,976,732,0,1708,0,0,2,0,3,1,4,7,5,0,0,Detchd,2004.0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,130000
1304,1309,1-STORY 1946+,RM,100.0,12000,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,6,144,5,608,172,924,GasA,5,1,5,1122,0,0,1122,1,0,1,0,2,1,4,6,0,0,0,Attchd,1948.0,1,2,528,3,3,2,0,36,0,0,0,0,0,2,,0,May,2008,WD,Normal,147000
1321,1326,1-STORY 1945-,RM,40.0,3636,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,796,796,GasA,2,0,5,796,0,0,796,0,0,1,0,2,1,3,5,0,0,0,,1922.0,0,0,0,0,0,0,0,0,100,0,0,0,0,3,,0,Jan,2008,WD,Normal,55000
1324,1329,1-1/2 STORY FIN,RM,60.0,10440,Pave,Grvl,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,BrkTil,4,3,0,2,493,1,0,1017,1510,GasW,5,1,5,1584,1208,0,2792,0,0,2,0,5,1,3,8,3,2,3,Detchd,1920.0,1,2,520,2,3,2,0,547,0,0,480,0,0,3,Shed,1150,June,2008,WD,Normal,256000
1329,1334,1-1/2 STORY FIN,RM,60.0,7200,Pave,,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,803,803,GasA,5,1,5,803,557,0,1360,0,0,1,1,2,1,4,6,0,0,0,Detchd,1951.0,1,1,297,3,3,2,0,65,190,0,0,0,0,3,,0,July,2006,WD,Normal,125500
1330,1335,2-STORY PUD 1946+,RM,24.0,2368,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,312.0,3,3,CBlock,3,3,0,2,765,1,0,0,765,GasA,3,1,5,765,600,0,1365,0,0,1,1,3,1,3,7,1,0,0,Attchd,1970.0,1,2,440,3,3,2,0,36,0,0,0,0,0,0,,0,May,2009,WD,Normal,125000
1333,1338,1-STORY 1945-,RM,153.0,4118,Pave,Grvl,1,Bnk,3,Corner,1,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,693,693,Grav,2,0,4,693,0,0,693,0,0,1,0,2,1,2,4,0,0,0,,1941.0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,0,Mar,2006,WD,Normal,52500
1341,1346,1-STORY 1945-,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,5,250,1,0,710,960,GasA,4,1,4,960,0,0,960,0,0,1,0,2,1,2,5,0,0,0,Detchd,1997.0,1,1,308,3,3,2,0,0,168,0,0,0,0,0,,0,July,2007,WD,Normal,108500
1345,1350,2-STORY 1945-,RM,50.0,5250,Pave,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,2,0,2,259,1,0,425,684,OthW,2,0,5,938,1215,205,2358,0,0,2,0,4,1,3,8,0,0,0,,1872.0,0,0,0,0,0,2,0,54,20,0,0,0,0,0,,0,Dec,2008,WD,Normal,122000
1348,1353,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3,3,0,1,0,1,0,698,698,GasA,3,1,5,786,390,0,1176,0,0,1,0,2,1,3,4,0,0,0,Detchd,1999.0,1,2,624,3,3,0,210,0,0,0,0,0,0,0,,0,July,2009,WD,Normal,134900
1363,1368,2-STORY PUD 1946+,RM,41.0,2665,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,3,3,0,5,548,3,173,36,757,GasA,5,1,5,925,550,0,1475,0,0,2,0,4,1,3,6,0,1,3,Attchd,1977.0,2,1,336,3,3,2,104,26,0,0,0,0,0,0,,0,July,2006,WD,Normal,127000
1364,1369,1-STORY PUD 1946+,RM,,4435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,685,1,0,163,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,4,0,0,0,Attchd,2003.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,June,2009,WD,Normal,144000
1374,1379,2-STORY PUD 1946+,RM,21.0,1953,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,0,4,309,1,0,174,483,GasA,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,0,0,Detchd,1973.0,1,1,264,3,3,2,72,0,0,0,0,0,0,0,,0,June,2006,WD,Normal,83000
1378,1383,2-STORY 1945-,RM,60.0,7200,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,596,596,GasA,5,1,5,998,764,0,1762,1,0,1,1,4,1,4,8,0,0,0,Detchd,1989.0,1,2,576,3,3,0,36,0,221,0,0,0,0,0,,0,Oct,2006,WD,Normal,157000
1381,1386,1-1/2 STORY FIN,RM,40.0,5436,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0,4,735,1,0,61,796,GasA,4,1,5,796,358,0,1154,1,0,1,0,3,1,4,7,0,0,0,Detchd,1922.0,1,1,240,3,3,0,0,96,0,0,0,0,0,3,,0,May,2010,WD,Normal,125500
1383,1388,1-1/2 STORY FIN,RM,60.0,8520,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,3,3,0,3,168,3,546,0,714,GasW,3,0,5,1664,862,0,2526,0,0,2,0,5,1,4,10,0,1,4,Detchd,1916.0,1,1,216,3,3,2,88,15,0,0,0,0,0,2,,0,Aug,2007,CWD,Family,136000
1385,1390,1-1/2 STORY FIN,RM,60.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,4,0,5,375,1,0,360,735,GasA,5,1,5,869,349,0,1218,0,1,1,0,3,1,3,6,0,1,4,Detchd,2003.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,,0,Mar,2007,WD,Normal,131000
1389,1394,2 FAMILY CONVERSION,RM,60.0,10800,Pave,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,482,482,GasA,5,0,5,1221,691,0,1912,0,0,2,0,3,2,3,7,0,1,3,Detchd,2003.0,1,2,672,4,3,2,0,25,212,0,0,0,0,0,,0,Apr,2008,WD,Normal,163000
1393,1398,2-STORY 1945-,RM,51.0,6120,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,939,939,GasA,5,1,5,939,574,0,1513,0,0,1,1,4,1,3,8,0,0,0,Detchd,1933.0,1,1,180,2,2,0,24,0,150,0,0,0,0,0,,0,May,2007,WD,Normal,137500
1396,1401,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,WdShing,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,862,862,GasA,3,1,5,950,208,0,1158,0,0,1,0,3,1,3,5,0,1,4,BuiltIn,1929.0,2,1,208,3,3,2,0,0,112,0,0,0,0,0,,0,July,2008,WD,Normal,120000
1401,1406,1-STORY PUD 1946+,RM,44.0,3842,Pave,,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,3,PConc,5,3,3,6,1373,1,0,221,1594,GasA,5,1,5,1646,0,0,1646,1,1,2,0,2,1,4,5,0,1,4,Attchd,2004.0,3,2,482,3,3,2,128,53,0,0,155,0,0,0,,0,Jan,2008,WD,Normal,275000
1404,1409,2-STORY 1945-,RM,60.0,7740,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,0,1,0,1,0,622,622,GasA,4,1,5,741,622,0,1363,0,0,1,0,3,1,3,6,0,0,0,Detchd,1966.0,1,2,528,3,3,2,0,0,0,0,168,0,0,0,,0,June,2010,WD,Normal,125500
1412,1417,2 FAMILY CONVERSION,RM,60.0,11340,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,777,777,GasA,4,1,5,1246,1044,0,2290,0,0,2,0,4,2,3,11,0,0,0,Detchd,1971.0,1,2,560,3,3,0,0,0,114,0,0,0,0,0,,0,Apr,2010,WD,Normal,122500
1418,1423,1-STORY PUD 1946+,RM,37.0,4435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,686,1,0,162,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,0,0,Attchd,2003.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,,0,Mar,2008,WD,Normal,136500
1424,1429,1-STORY 1945-,RM,60.0,7200,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,4,CBlock,3,3,0,4,510,1,0,278,788,GasA,3,1,5,804,0,0,804,1,0,1,0,2,1,4,4,0,2,4,Attchd,1940.0,1,1,240,3,3,2,0,0,154,0,0,0,0,3,,0,Feb,2010,WD,Abnorml,119000
1434,1439,1-STORY 1946+,RM,90.0,7407,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,6,600,1,0,312,912,GasA,3,1,4,1236,0,0,1236,1,0,1,0,2,1,3,6,0,0,0,Attchd,1957.0,1,2,923,3,3,2,0,158,158,0,0,0,0,3,,0,Apr,2010,WD,Normal,149700
1437,1442,1-STORY PUD 1946+,RM,,4426,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,2,6,697,1,0,151,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,3,Attchd,2004.0,2,2,420,3,3,2,149,0,0,0,0,0,0,0,,0,May,2008,WD,Normal,149300
1445,1450,MULTILEVEL PUD,RM,21.0,1533,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,Twnhs,SFoyer,5,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,6,553,1,0,77,630,GasA,5,1,5,630,0,0,630,1,0,1,0,1,1,5,3,0,0,0,,1970.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,Aug,2006,WD,Abnorml,92000
1448,1453,MULTILEVEL PUD,RM,35.0,3675,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,PConc,4,3,3,6,547,1,0,0,547,GasA,4,1,5,1072,0,0,1072,1,0,1,0,2,1,3,5,0,0,0,Basment,2005.0,3,2,525,3,3,2,0,28,0,0,0,0,0,0,,0,May,2006,WD,Normal,145000
