Rating,Date,Description,Hotel_name,City,Country
10,06-07-2019,"Très bon séjour à Genève au Warwick très pratique pour tous les transports bus, tram, et gare bien sûr.. le personnel a été très souriant..demandez quand même une chambre côté cour pour le bruit..",Warwick Geneva,Geneva,Switzerland
10,25-06-2019,"Bon hôtel pour une escale d’affaires, situé à proximité immédiate de la gare. 
Hall agréable, chambre confortable. Accueil aimable, traitement de la réservation efficace.",Warwick Geneva,Geneva,Switzerland
8,23-06-2019,"Bon accueil à la Réception bien que l’on m’ait demandé à nouveau mon passeport alors que je suis venu en octobre dernier déjà. Que l’on me demande une pièce d’identite Je trouve cela normal, que mon cardex ne soit pas sauvegardé en mémoire l’est moins. Je suis Directeur d’Hotel et les agents de reception utilisent les données des clients à chacun de leur séjour. Déception quand à l’accueil à la Porte par le bagagiste à l’arrivee et le jour du départ. Sinon je suis très content de l’hotel qui correspond à mes attentes, est propre. Je pense revenir.",Warwick Geneva,Geneva,Switzerland
8,23-04-2019,"Prix du petit déjeuner très élevé (29CHF. par personne), de plus la personne qui nous a accueillie ne parlait que l’anglais! Pas un mot de français et aucun effort pour nous comprendre. Dommage. Très étonnée également de trouver quelques produits périmés dans le mini bar... pour un hôtel de ce standing et à ces prix là, c'est très décevant!",Warwick Geneva,Geneva,Switzerland
8,15-04-2019,"Panorama superbe depuis la terrasse de la chambre. Par contre la chambre détenait un petit lit pour deux, espace de 140 cm.
Accueil chaleureux.",Warwick Geneva,Geneva,Switzerland
10,03-04-2019,"Deuxième séjour dans cet établissement. L'hôtel est très bien situé, à deux secondes de la gare Cornavin, et à deux minutes de tout. L'établissement en question est très propre, lits confortable et les employés très aimables.",Warwick Geneva,Geneva,Switzerland
4,07-02-2019,"La chambre réservée avait une ventilation défectueuse (bruit excessif). La femme de la réception, interpellée à 19H30, m'indique que tout est normal et que cette ventilation s'arrêtera automatiquement à 20H30 et qu'ainsi, je n'aurai aucun problème pour dormir au retour de mon dîner. Mais ... à 23H, c'est la même chose et l'homme de la réception m'indique qu'il y a un problème et qu'il va tenter de me trouver une autre chambre. La première proposée présente le même défaut. La seconde est un peu moins bruyante et je l'accepte bien qu'elle soit minuscule. Le lendemain, au check out, la personne de la Réception m'indique que le Gérant connait le problème et s'occupe de le régler. J'en suis ravi mais je suis mécontent de mon séjour.",Warwick Geneva,Geneva,Switzerland
10,03-12-2018,"Hotel très bien situé, proche de la gare et du centre-ville .
Équipement et personnel très satisfaisant. 
Adresse à retenir pour un prochain séjour à Genève.
Le jour de départ, dommage que l’on a pas pu garder la chambre un peu plus longtemps, mais elle était réservée nous a t’on dit.",Warwick Geneva,Geneva,Switzerland
8,04-11-2018,"Dans une chambre double, les clients sont fondés à s’attendre à bénéficier de deux sièges, et non d’un seul comme ce fut notre cas (chambre 2016). Ceci dit, un bref séjour très agréable.",Warwick Geneva,Geneva,Switzerland
10,21-10-2018,"Très belle ville voyage agréable hotel proche de la gare et proche des principaux centres d'intérêts.
Hôtel agréable et moderne 
Personnel très accueillant et disponible pour répondre à toutes nos demandes.
Chambre spacieuse (*312) et lumineuse donnant sur la gare, relativement silencieuse malgré la proximité des ascenseurs",Warwick Geneva,Geneva,Switzerland
10,31-01-2018,Hotel a la hauteur de son standing,Warwick Geneva,Geneva,Switzerland
8,27-01-2017,Chauffage en panne. Personnel rapidement sur le pont. Fourniture d'un radiateur électrique d'appoint,Warwick Geneva,Geneva,Switzerland
8,06-11-2016,"la literie est exceptionnelle, par contre il manque quelques aménagements dans la salle de bain où il n'y a aucune tablette, de même dans la chambre un deuxième siège serait le bienvenu, sinon très propre, personnel très correct. Le prix est un peu excessif quand même car au prix payé, la chambre pourrait être plus spacieuse et mieux aménagé. Le petit déjeuner est super, mais vu le prix c'est un peu normal.",Warwick Geneva,Geneva,Switzerland
8,08-05-2016,L'hôtel est très bien situé en centre ville. La Literie de la chambre est excellente. Malheureusement pas très bien insonorisé et mélangeur de la baignoire ne fonctionne pas bien. Petit déjeuner onéreux pour ce que c'est.,Warwick Geneva,Geneva,Switzerland
4,28-02-2016,Hôtel fonctionnel mais sans goût. Odeur de fumée dans la chambre .... Pas de room service digne de ce nom,Warwick Geneva,Geneva,Switzerland
10,28-11-2015,"Nous avons été accueilli de manière très agréable et surclassé dans deux chambres avec terrasse. Les chambres était spacieuse propre et fonctionnel, on reviendra.",Warwick Geneva,Geneva,Switzerland
8,17-08-2015,"Excellent séjour. L'hotel est très agréable et proche de la gare et du lac.
Le petit-déjeuner est tout simplement pantagruelique et le personnel discret et efficace.",Warwick Geneva,Geneva,Switzerland
10,25-07-2015,HOTEL Bien conditionné haut de gamme,Warwick Geneva,Geneva,Switzerland
10,19-07-2015,"Un excellent sejour, tres bon service.",Warwick Geneva,Geneva,Switzerland
10,08-05-2015,Excellent hotel. Je vous le conseille. Le seul inconvénient est qu'il n'y a pas de piscine,Warwick Geneva,Geneva,Switzerland
10,20-09-2023,"Always convenient, easily accessible and well kept",Warwick Geneva,Geneva,Switzerland
10,18-09-2023,2nd time to stay and I really appreciate the consistency the Warwick shows! Everything was very nice! It’s conveniently located across from train station!,Warwick Geneva,Geneva,Switzerland
10,10-09-2023,"Hotel  Warwick Geneva was perfect in every way, we arrived on train from airport to the city center and hotel Warwick was right across the street. Staff was very friendly, and the room was very nice, we slept beautifully after a long day of travel! I would definitely stay here again!",Warwick Geneva,Geneva,Switzerland
8,09-09-2023,"Staff great, clean and bed really comfortable. Excellent location and value, just a little tired around the edges.",Warwick Geneva,Geneva,Switzerland
6,07-09-2023,"Very dated interior, staff was constantly in the room. 
1st cleaning lady (which is ok obviously :), 
then 30 minutes later someone to check the mini bar, 
then a bit later someone to check if the AC is working correctly? 

The shower head was connected with some malfunctioning or damaged flexible hose, which only let the water trough if mounted to the shower holder, otherwise it would get compressed and affect the water flow.",Warwick Geneva,Geneva,Switzerland
10,04-09-2023,"Beautiful clean hotel! Everyone was super friendly and helpful! 
It is right by the train station which is a plus and super close to the yellow water buses! 

Definitely will return!",Warwick Geneva,Geneva,Switzerland
10,30-08-2023,the hotel location is excellent and a block away from a major transportation hub.  Plenty of restaurants around and depend on the room number and the hight of your floor you may get a beautiful view of the Geneva lake and fountain,Warwick Geneva,Geneva,Switzerland
8,28-08-2023,Overall enjoyed the stay and location was excellent with convenience of the transport services.  Waking up to a wonderful view made up for the fact that the room was too small for 2 persons.  I would definitely recommend staying there again,Warwick Geneva,Geneva,Switzerland
10,28-08-2023,Very friendly and helpful staff. Excellent location right next to main railway station. Lovely buffet breakfast. Comfortable bed. Bath rope and slippers was a nice surprise.,Warwick Geneva,Geneva,Switzerland
8,12-08-2023,The room was nice the beds were comfy the bathrooms were clean and overall the rooms were very roomy.  I would come back!😁,Warwick Geneva,Geneva,Switzerland
10,28-07-2023,It was an amazing stay at the Warwick. We originally booked a standard room but we’re offered a discount on the penthouse room. We are glad we accepted the offer. The room is smaller but the balcony and view of Geneva were worth it.,Warwick Geneva,Geneva,Switzerland
10,23-07-2023,"The service was excellent and any request made to the front desk was done within minutes. Rooms had AC, a commodity throughout Europe.",Warwick Geneva,Geneva,Switzerland
8,21-07-2023,"All staff were friendly and professional.  The bar/restaurant only had one server between the two and he was excellent considering he was alone and had to cover many people.  The restaurant dinner was good. The rooms need updating and are kind of small, at least mine was but it had AC. It worked OK but never got as cool as the temp indicator would presume. But it’s across the street from the train station and a quick walk to the river area and old town.  I would still stay there again.",Warwick Geneva,Geneva,Switzerland
10,20-07-2023,Had a great stay!,Warwick Geneva,Geneva,Switzerland
10,17-07-2023,"great location, close to the station and buses. 
Very limited restaurant.",Warwick Geneva,Geneva,Switzerland
8,16-07-2023,Na,Warwick Geneva,Geneva,Switzerland
10,16-07-2023,Wonderful! Short walk to train station and Lake Geneva,Warwick Geneva,Geneva,Switzerland
4,14-07-2023,"The entrance is quite good but my room has a very old, dirty carpet. Even though I stayed in a premium room, it was not spacious at all, the rolling chair was hard to accommodate even by the desk. I selected this hotel based on reviews which were misleading. There is no question I paid way too much for a very bad room!",Warwick Geneva,Geneva,Switzerland
8,08-07-2023,Cx,Warwick Geneva,Geneva,Switzerland
4,07-07-2023,"Some people at the front desk are very rude, others are OK. The food is bad, breakfast is expensive for what it is offered in the buffet. Very poor service at the restaurant and the bar.
This hotel is very, very expensive for what you get.",Warwick Geneva,Geneva,Switzerland
6,05-07-2023,"Some members of the staff are rude and not properly trained mainly at the front desk. Others are just fine. I was expecting much more from this hotel. The food, including breakfast, really poor!",Warwick Geneva,Geneva,Switzerland
10,04-07-2023,The hotel manager was very nice.,Warwick Geneva,Geneva,Switzerland
8,03-07-2023,All the above,Warwick Geneva,Geneva,Switzerland
6,29-06-2023,It was OK. No notice in the room about internet. Bath had no anti slip mat making it dangerous. Apparently you need to ask the reception but nothing to say they were available. Asked them to call a cab for airport and they insisted I used their house cab which was almost twice the price. Food in Restaurant not cooked the way I asked.,Warwick Geneva,Geneva,Switzerland
10,28-06-2023,"This hotel is situated in the heart of Geneva, just a minute's walk from the main train station, Gare Cornavin. The room at this hotel was of a decent size and had a proper bathroom, unlike those modern or trendy hotels with bathrooms featuring glass doors and sinks in the middle of the sleeping area. During our five-night stay at the Warwick, we thoroughly enjoyed our experience. The services provided, along with the attentive staff, contributed to our overall satisfaction. Additionally, the hotel's central location was highly convenient.",Warwick Geneva,Geneva,Switzerland
8,27-06-2023,Great,Warwick Geneva,Geneva,Switzerland
10,25-06-2023,Hotel was great; penthouse just did provide view of lake.  Would consider waterfront for the price next time.,Warwick Geneva,Geneva,Switzerland
10,25-06-2023,Excelente ubicación.,Warwick Geneva,Geneva,Switzerland
4,22-06-2023,We booked two rooms for a family of 4. One of the rooms had such a strong cigarette smell that it was unbearable to sleep in. 3 of us ended up squeezing in one room and I didn’t sleep the whole night because of the strong smell.,Warwick Geneva,Geneva,Switzerland
10,21-06-2023,"Everything was perfect 👌, but the breakfast menu needs improvement.staff was excellent",Warwick Geneva,Geneva,Switzerland
6,21-06-2023,"When I booked the reservation it stated a city view, all I could see out the window was a courtyard. No view.",Warwick Geneva,Geneva,Switzerland
10,20-06-2023,Excellent,Warwick Geneva,Geneva,Switzerland
8,19-06-2023,Close to the train station.,Warwick Geneva,Geneva,Switzerland
10,15-06-2023,"Stay at Warwick Geneva was amazing! We got a lovely penthouse room with huge balcony and beautiful view! We really enjoyed our stay and wish we could stay longer. 
 I highly recommend this hotel to anyone who likes a relaxing vacation!",Warwick Geneva,Geneva,Switzerland
4,14-06-2023,"We arrived at the hotel after midnight and they said there was no room for us, despite a confirmed reservation.  We had called up earlier in the day to say that we wouldn’t arrive until after midnight and they had said ‘no problem’.  The management was very apologetic and found us a room (very small) in a nearby hotel, but we were less than pleased!",Warwick Geneva,Geneva,Switzerland
8,13-06-2023,The properties ventilation system was very very old. The room always felt stuffy and damp. My allergies truly flared up here. The dust was an incredible amount.,Warwick Geneva,Geneva,Switzerland
8,08-06-2023,Good location and nice accommodations.,Warwick Geneva,Geneva,Switzerland
10,04-06-2023,Great location and nice rooms,Warwick Geneva,Geneva,Switzerland
2,02-06-2023,"DONT STAY HERE. INSECTS IN THE BED. If I could share ZERO stars, I would. I checked into this hotel on the night of 29 May. I was escorted to a room with a door smaller than the rest of the rooms in the hallway, only wide enough for my one checked luggage to fit through. I requested to be moved to the proper room, which they obliged, but only after claiming this was technically an upgrade (IT WASNT — it is the room I originally paid for. A classic room). Nonetheless, i didnt complain. As I got ready for bed, I moved the pillows and blanket out of place only to find 8-10 small insects buried underneath (see photo of what it looked like). These insects also flew on me throughout the night. I called the reception and told them id like to check out and request a refund and they said I would have to handle this with Expedia, who I booked and prepaid the four nights with. There were also no available hotels at that time for me to go to (it was midnight). I waited until day break and went down to the reception to tell them what happened. They very nonchalantly told me there were flies during this time of year. Upon calling expedia to resolve the matter and get my money back for the nights i didnt stay there, the hotel refused. DONT STAY HERE unless you want bugs in your hair and clothes. I’m still waiting for Expedia to get back to me on resolving the issue. So disappointed in how well this hotel is rated on Expedia.",Warwick Geneva,Geneva,Switzerland
10,30-05-2023,"Excellent location, lovely hotel.",Warwick Geneva,Geneva,Switzerland
10,15-05-2023,Enjoyed my stay. Great location - opposite station with fast train journey from the airport. Short walk to the lake. Very clean room with fantastic view.,Warwick Geneva,Geneva,Switzerland
8,12-05-2023,Habitaciones demasiado costosas para lo que ofrecen!,Warwick Geneva,Geneva,Switzerland
8,09-05-2023,"Dejligt hotel hvor vi havde booket den bedste suite med lækker stor altan. Der var dobbeltdyne og vi måtte spørge hele 4 gange over 12 timer, om at få skiftet dyne til enkeltdyner. Vi var to veninder afsted, og havde sagt vi ikke kunne sove med dobbeltdyne.
Det er skuffende at bo på 4 stjernet hotel som ellers er dejligt og lækkert, men hvor servicen er ikke eksisterende og det påvirker ens søvn.",Warwick Geneva,Geneva,Switzerland
10,25-04-2023,"This hotel is excellent.  First of all, customer service was top notch.  Steve and Marco were very helpful.  Hotel is located right in front of Geneva station connecting with shopping mall, very convenient location.  The breakfast was the best we’ve had.  We will recommend this hotel to anyone who will visit Geneva.",Warwick Geneva,Geneva,Switzerland
10,20-04-2023,Great location and a full breakfast- right at the train station. 10 min walk to bus tours and to Lac Leman,Warwick Geneva,Geneva,Switzerland
10,15-04-2023,"It was a short stay for business.  The hotel is basically across the street from the train station.  It is small hotel, rooms are small, but it feels appropriately luxurious and comfortable.",Warwick Geneva,Geneva,Switzerland
10,10-04-2023,"The staff was very helpful and friendly, great location",Warwick Geneva,Geneva,Switzerland
6,09-04-2023,"Convenient location with descent sized rooms. No A/C, bed bugs and low water pressure in the shower. Room 702",Warwick Geneva,Geneva,Switzerland
10,09-04-2023,"Ginebra una ciudad hermosa y el Hotel Warwick, muy bonito, muy ubicado y excelente precio sobre todo enfrente de la terminal de trenes, que ahí te mueves para todos lados dentro y fuera de la ciudad",Warwick Geneva,Geneva,Switzerland
8,09-04-2023,There has no ventilation in the room.  Very noisy if you open the window.,Warwick Geneva,Geneva,Switzerland
10,08-04-2023,"As always, great hotel for business trips. Staff extra friendly and helpful. Spacious rooms and very convenient location. Matteo at the reception went above and beyond to get me an early check in at 11",Warwick Geneva,Geneva,Switzerland
10,03-04-2023,Family option with adjacent rooms was excellent. Service was great.,Warwick Geneva,Geneva,Switzerland
10,14-03-2023,The staff in the hotel was very friendly and was always trying to help.  We would stay there again. It was a great stay,Warwick Geneva,Geneva,Switzerland
10,13-03-2023,Foi ótimo. Super bem localizado. Hotel luxuoso,Warwick Geneva,Geneva,Switzerland
8,06-03-2023,"Good hotel, great location!  The breakfast buffet was very good and certainly worth the upcharge.  My only complaint was the lack of temperature control in the room.  I and others in my party complained of the same problem.  The thermostat on the wall did not seem to work and consequently it was a bit on the warm side. The saving grace was the the fact that you open a vent style window to cool it down.",Warwick Geneva,Geneva,Switzerland
10,05-03-2023,Fantastic location just opposite the train station. Migros is also right next door. Lake is a 5min walk. Lovely hotel. Very friendly & helpful concierge. Helped us greatly with our luggage & shopping & getting the airport taxi. Lucky to have been upgraded to a classic room. Wonderful stay there . Thank you ! My first time in Geneva,Warwick Geneva,Geneva,Switzerland
4,24-02-2023,The hotel’s fine.  But they outrageously added minbar items to my bill and charged me after i’d left the hotel.  They won’t acknowledge my queries on this.,Warwick Geneva,Geneva,Switzerland
10,21-02-2023,La ubicación es excelente,Warwick Geneva,Geneva,Switzerland
8,17-02-2023,Recommended,Warwick Geneva,Geneva,Switzerland
8,01-02-2023,Great location - super close to the train/bus station and in the heart of downtown. Nice accommodations and clean.,Warwick Geneva,Geneva,Switzerland
10,25-01-2023,Excellent in I'm everything. Great location,Warwick Geneva,Geneva,Switzerland
10,25-01-2023,"Well located, great hotel, outstanding breakfast",Warwick Geneva,Geneva,Switzerland
6,24-01-2023,The hotel is quite dated. There was damp smell in the room and heating wasn't working probably. Called the reception around 8pm and they said they would send someone to check the heater. Yet no one turned up. Glad we only had to stay for a night.,Warwick Geneva,Geneva,Switzerland
8,18-01-2023,"Convenient location as close to the train station as you can get.
Excellent beds and pillows!
One thing which could be improved is availability of cell phone chargers for those short-stay travellers who forget theirs, like myself.",Warwick Geneva,Geneva,Switzerland
8,14-01-2023,Everything was excellent except the condition of the room which is not for 4star hotel.,Warwick Geneva,Geneva,Switzerland
10,11-01-2023,Pleased,Warwick Geneva,Geneva,Switzerland
10,05-01-2023,"The room is really clean, spacious and essentially equipped.",Warwick Geneva,Geneva,Switzerland
10,03-01-2023,This is right across from the train terminal.,Warwick Geneva,Geneva,Switzerland
8,02-01-2023,"It is right across the street from the main train station,  within 10 minutes walk to the lake and within 15 minutes walk to the shopping area, very convenient. The staff are very friendly and nice. There're many restaurants nearby.",Warwick Geneva,Geneva,Switzerland
10,02-01-2023,"The pent house suite we stayed is very nice! Lots of restaurants nearby, very convenient location.",Warwick Geneva,Geneva,Switzerland
10,01-01-2023,Excellent hotel and the location is perfect.,Warwick Geneva,Geneva,Switzerland
10,25-12-2022,Personal friendly service and helpful,Warwick Geneva,Geneva,Switzerland
6,24-12-2022,"The room is very small , room 101 is very small",Warwick Geneva,Geneva,Switzerland
4,21-12-2022,Randomly added additional charges after stay and over charged on rooms. One night for 2 basic rooms ended up costing £495 compared to the £287 Expedia quoted,Warwick Geneva,Geneva,Switzerland
8,17-12-2022,Wir haben dort nur geschlafen. Alles war freundlich und effizient. Die Lage gleich neben dem Bahnhof macht das Reisen einfach.,Warwick Geneva,Geneva,Switzerland
4,15-12-2022,"The hotel is very old, outdated.",Warwick Geneva,Geneva,Switzerland
10,15-12-2022,"The hotel employees were professional from the entrance to the rooms. I arrived earlier and I was informed that my room was not yet ready but I was allowed to access my room before checking in time. I did not have to wait for 14:00.
Thank you for making my stay warm and memorable.",Warwick Geneva,Geneva,Switzerland
8,09-12-2022,"nice place to stay. best thing about it is its location, just across the street from the Cornavin Central train station, easy access to everything you may need. Good staff and breakfast too.",Warwick Geneva,Geneva,Switzerland
6,07-12-2022,"good location, but noisy.",Warwick Geneva,Geneva,Switzerland
10,06-12-2022,"Stylish and well presented hotel near the central train station in Geneva, Warwick Geneva provides a high quality hotel, with well thought out rooms and the excellent customer service a seasoned traveller expects. You can't beat the location with shops and restaurants to all tastes within an easy walk. A short walk to Lake Geneva and easy public transport links means you are able to explore without difficulty. Hotel staff were outstanding, from reception to concierge to cleaning staff. The room was remarkably quiet although the hotel was busy. My three night stay was without fault and the cost is very good value for this quality.",Warwick Geneva,Geneva,Switzerland
8,01-12-2022,internet did not work for first hour...had to have doorman help with fixing problem,Warwick Geneva,Geneva,Switzerland
10,26-11-2022,Great stafff,Warwick Geneva,Geneva,Switzerland
8,10-11-2022,Excelente desayuno buffet,Warwick Geneva,Geneva,Switzerland
8,09-11-2022,It’s close to the train station and to everything .,Warwick Geneva,Geneva,Switzerland
8,30-10-2022,Great location next to the train station. Friendly staff,Warwick Geneva,Geneva,Switzerland
8,25-10-2022,Room is spacious but a bit tired and the service of front desk is just so so,Warwick Geneva,Geneva,Switzerland
10,15-10-2022,convenient,Warwick Geneva,Geneva,Switzerland
8,02-10-2022,No es de mi interés,Warwick Geneva,Geneva,Switzerland
4,30-09-2022,"I traveled to this property for work and have been to many hotels around the world, it was decent as far as the appeal of the lobby and the vibe it offered.  My issue came to the service staff cleaning the room and the front desk staff as well.  I asked for my room not to be cleaned, I had only arrived the night before.  Upon returning to the hotel after a few hours, my door was standing wide open and my makeup bag was been pilfered through, all my brand-new Lancome makeup was gone.  I immediately reported it to the front desk, they didn't seem overly concerned at all merely discounting the trivial loss as if it was a bother to them. It was the principle and the violation that something out of my room was, in fact, stolen, yet there was a complete disregard.  Upon my return to Geneva, I'll find somewhere else to stay to avoid a repeat.",Warwick Geneva,Geneva,Switzerland
10,29-09-2022,Fantastic and awesome hotel and staff,Warwick Geneva,Geneva,Switzerland
10,28-09-2022,Excellent overall service. Very good and pleasant staff both at the reception and in the dining room. Amenities are close at hand. Excellent transport facilities. Excellent experience.,Warwick Geneva,Geneva,Switzerland
8,25-09-2022,Good location for walking to the lake and transportation.,Warwick Geneva,Geneva,Switzerland
10,25-09-2022,Good experience,Warwick Geneva,Geneva,Switzerland
8,24-09-2022,"The hotel is in business for many years. Definitely a good option to stay in Geneva for a short business trip. Personally I’d say the property needs renovation, though all the basics are there.",Warwick Geneva,Geneva,Switzerland
8,23-09-2022,"Well located, quiet considering it was right opposite the station and on main roads and spotlessly clean. I’d stay here again.",Warwick Geneva,Geneva,Switzerland
10,08-09-2022,Except the people at the counter they were very rude everything else was good. Hotel is at a very nice location with clean rooms. Price is little too high but overall everything was great.,Warwick Geneva,Geneva,Switzerland
10,31-08-2022,"Warwick Geneva is very conveniently
Located close to the Geneva train station. There are a lot of shops and restaurants which is very convenient.  Walking to the station is about 3-4 mins. The condition of the hotel
Is ok, but shows some age. A few things needs to be fixed during our stay. The staff is friendly and prompt.",Warwick Geneva,Geneva,Switzerland
4,18-08-2022,"Aside to location and general conditions of the property, it was a horrific experience.

We had made some purchases and locked them well inside our luggage. One night while we were back at night, we realised our hotel door did not close properly!!! 

As we had some purchases, before we went out on the morning, we always ensure the door was properly locked. So we immediately went in to check to ensure everything was still intact.

We proceeded to make a feedback to the reception as most likely, the house keeping personnel did not lock properly after tidying up the room. I highlighted the importance as well to be more careful in future. Since nothing was lost, I did not pursue further.

But the receptionist first reaction was blaming to the hotel door and myself as she said sometime the door has to be closed harder. She was implying it was my carelessness. They did not perform much service recovery nor apologetic.   I expected more from them after a brief moment of traumatic experience!",Warwick Geneva,Geneva,Switzerland
6,07-08-2022,"Centralt beliggende hotel med venligt personale. Ventetid ved check-ind/ud må forventes. 
Havde forventet mere af et superior-værelse. Et kompakt værelse uden lænestol, en badeværelsesdør der var svær at lukke samt støj fra tv i naboværelset. For dyrt i forhold til  kvaliteten",Warwick Geneva,Geneva,Switzerland
10,28-07-2022,"Welcoming and friendly staff, excellent facilities",Warwick Geneva,Geneva,Switzerland
8,25-07-2022,"Our room was clean and quiet, even with the convenient location facing the train station. Enjoyed the breakfast buffet, good selection and reasonable price. One minus - we did not receive a Geneva Transport Card; when inquiring at the desk they said it would have been sent via email, but I did not find anything, including in spam filters.",Warwick Geneva,Geneva,Switzerland
10,25-07-2022,"Hotel was excellent - great location, clean, comfortable and service very good. Breakfast choices were very good, including cooked options like bacon and scrambled eggs. My only niggle is that we were expecting the restaurant to be open for dinner but it is currently closed and  apparently has been for some time.",Warwick Geneva,Geneva,Switzerland
2,20-07-2022,"A/C was broken the whole stay, talked to receptionist at 5PM and around 12AM, both said they will fix it and did not! It was almost 40C outside on that day!",Warwick Geneva,Geneva,Switzerland
10,15-07-2022,Excellent hotel,Warwick Geneva,Geneva,Switzerland
10,15-07-2022,"Beliggenhed er rigtig godt, meget søde, venlige personalet
Super rent",Warwick Geneva,Geneva,Switzerland
8,13-07-2022,"Hotel was great with respect to location to the Cornavin train station. There is a lot of restaurants and shops within walking distance. The hotel concierge gave me a card for free public transportation (you have to ask for it), but the card lets you take any bus, tram, train, etc. for free! The only negative experience with the Warwick Geneva is that the AC is not really good. There's no number indicating the temperature of the room, and it's not clear which way you should actually turn the dial. The room would have been great if I was able to make the room a bit cooler. It's a bit surprising that such a nice hotel has such an antiquated AC unit.",Warwick Geneva,Geneva,Switzerland
2,12-07-2022,"The most terrible hotel in my life. The toilet was not flushed, so used toilet paper was in there. The hair dryer was not working. Some of electricity outlets were not working. Room was small. Only one thing I liked was 1-min distance from the main station.",Warwick Geneva,Geneva,Switzerland
8,02-07-2022,"Good location, close to the main train station and only a short walk to the lake. Staff are very friendly and helpful. Room was very clean, but could have done with updating, as curtains, carpet etc. look a bit old. Main issue was that the aircon was not that strong and it was over 30C on a couple of days that I was there, so got rather warm in the room.",Warwick Geneva,Geneva,Switzerland
8,27-06-2022,Check-in und Check-out war extrem langsam - wieso sollte man nur 1 Person am Theke haben genaue wenn die Check-Out stattfinden soll?,Warwick Geneva,Geneva,Switzerland
8,11-06-2022,Everything was good    from.reception to resturant to room service     the service is excellent    location is best,Warwick Geneva,Geneva,Switzerland
10,01-06-2022,This hotel is in the center of everything. So convenient to get foods and accessories. Short walking discount to all attractions. People are very friendly and helpful.,Warwick Geneva,Geneva,Switzerland
8,31-05-2022,"Great hotel
In front of the train station and Migros supermarket and surrounded by restaurants - so lots of choice! 
If doing day trips to other cities - handy to have train so close by. 
Train journey is 7min btwn hotel and airport.  
20min walk ro Jet D'eau 
Given free public transport card around Geneva, for duration of your stay when you reach the hotel. 
Bed is soft and comfortable - pillows are a bit too soft for my liking. Good size room. 
Air conditioner - felt too cold or too hot, found it difficult to control over the 4 nights. 
Hotel buffet - lots of choice, good selection of food. Was expensive, but all food is expensive in Geneva! 
Noise level is minimal considering next to a train station - slightly noisy on occasion at night, but NOT loud enough to keep you awake. No noise in the day - the windows do a great job. 
Would definately recommend this hotel.",Warwick Geneva,Geneva,Switzerland
10,23-05-2022,"Clean room very friendly staff, but noisy hallway",Warwick Geneva,Geneva,Switzerland
10,22-05-2022,"Excelente place, food localización, the staff os very kind and friendly. Breakfast ia very good. I recommend",Warwick Geneva,Geneva,Switzerland
10,16-05-2022,"Lovely hotel, friendly staff and great location, very walkable.",Warwick Geneva,Geneva,Switzerland
10,16-05-2022,Best value for money in Geneva. Excellent location for a reasonable price. Great breakfast. I would book again.,Warwick Geneva,Geneva,Switzerland
10,02-05-2022,Friendly staff and perfect location !,Warwick Geneva,Geneva,Switzerland
10,01-05-2022,"Could not be much closer to the train station so if you have luggage you'll have a very short distance to go. Within walking distance of the lake/downtown and the free transportation card they give you can get you to any of the highlights in town. Very friendly and helpful staff, we were first time visitors and they helped point us in the right direction for everything and answered the various questions we had =] The room was also surprisingly large eventhough we didnt book any kind of upgraded room or anything so that was a nice surprise, and the USB plug was definitely helpful!",Warwick Geneva,Geneva,Switzerland
10,28-04-2022,"Great sized rooms, noise isolated windows work really well for street-facing rooms, super central location and worth the value. The hotel is a bit old with the carpets and all but it was good value for money.",Warwick Geneva,Geneva,Switzerland
10,26-04-2022,Amazing hotel and their staff were all professional. Stayed at the Mont Blanc penthouse and wow… what an awesome room with a great balcony overseeing the city and almost to the lake. I would definitely stay here again.,Warwick Geneva,Geneva,Switzerland
10,25-04-2022,"Fast check in , very friendly front desk, help me with Wi-Fi too. Perfect location, cross the train station, comfy bed.",Warwick Geneva,Geneva,Switzerland
10,23-04-2022,"Einzigartiges Bett in einem unglaublichen Zimmer mit wunderschöner Aussicht. Die Lage ist toll, gleich neben dem Bahnhof und nur ein paar Gehminuten vom See entfernt.",Warwick Geneva,Geneva,Switzerland
10,20-04-2022,.,Warwick Geneva,Geneva,Switzerland
8,20-04-2022,Läget mycket bra om man reser med tåg då hotellet finns precis mittemot tågstationen. Rummet var rent men skulle behövas uppdateras och renoveras. Inredningen är gammaldags och det var t.ex. svårt att hitta uttag för att ladda mobilen.,Warwick Geneva,Geneva,Switzerland
10,22-03-2022,Location is great right outside the train station and close to tourist spots and tour meeting locations.,Warwick Geneva,Geneva,Switzerland
10,20-03-2022,"We had a great experience at the Warwick Geneva. The location is located right across the street from the train station, so we were in close proximity to everything. The hotel was clean and the staff was very nice.
As Americans, we are use to having AC everywhere and it was warm in our room. The hotel staff instructed us to open a window to let cool air in (FYI: Late March timeframe). However, since you are in the heart of city traffic, it was a loud night’s sleep. But we powered through thanks to jet lag. We would stay here again and recommend this hotel to family and friends.",Warwick Geneva,Geneva,Switzerland
6,20-03-2022,"Check in was horrible. Theft let too many people have late check outs. Room took hours to be ready, even after we were told it would be ready.",Warwick Geneva,Geneva,Switzerland
8,18-03-2022,"Situated 50 meters from the train station, it was perfect for our connections the next day. Nice hotel. A little lacking in character but typical of a big chain hotel. Buffet breakfast was cold. Nice enough stay and suited our purposes for 1 night layover",Warwick Geneva,Geneva,Switzerland
