Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2609,2-STORY 1946+,RL,68.0,8286,Pave,,1,Lvl,3,Corner,0,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,0,3,531.0,1,0.0,185.0,716.0,GasA,5,1,5,716,716,0,1432,1.0,0.0,1,1,3,1,3,6,0,1,4,Attchd,1977.0,3,2.0,531.0,3,3,2,0,136,0,0,240,0,0,4,,0,June,2007,WD,Normal
2610,SPLIT FOYER,RL,50.0,6723,Pave,,0,Lvl,3,Inside,0,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1971,1971,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,CBlock,4,3,2,6,796.0,1,0.0,0.0,796.0,GasA,3,1,5,796,0,0,796,0.0,1.0,1,0,2,1,3,5,0,0,0,,1971.0,0,0.0,0.0,0,0,2,129,0,0,0,0,0,0,2,,0,Sept,2007,WD,Normal
2611,1-STORY 1946+,RL,124.0,27697,Pave,,0,Lvl,3,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,1961,Shed,CompShg,Plywood,Plywood,BrkFace,198.0,3,3,CBlock,3,3,0,4,811.0,1,0.0,585.0,1396.0,GasA,3,0,5,1608,0,0,1608,0.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1961.0,1,1.0,444.0,3,2,2,152,38,0,0,0,0,0,0,,0,Nov,2007,COD,Abnorml
2612,1-STORY 1946+,RL,,11000,Pave,,2,Lvl,3,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,0,2,1090.0,1,0.0,0.0,1090.0,GasA,3,1,5,1178,0,0,1178,1.0,0.0,1,1,3,1,3,6,0,0,0,Attchd,1976.0,1,2.0,502.0,3,3,2,0,44,0,0,88,0,0,3,,0,June,2007,WD,Normal
2613,1-STORY 1946+,RL,65.0,11625,Pave,,1,Lvl,3,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,5,596.0,1,0.0,220.0,816.0,GasA,3,1,5,816,0,0,816,1.0,0.0,1,0,2,1,3,4,0,0,0,Attchd,1983.0,3,1.0,264.0,3,3,2,330,0,0,0,0,0,0,3,,0,May,2007,WD,Normal
2614,1-STORY 1946+,RL,62.0,10447,Pave,,0,Lvl,3,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,516.0,1,0.0,348.0,864.0,GasA,3,1,5,887,0,0,887,0.0,1.0,1,0,3,1,3,5,0,0,0,Attchd,1984.0,2,1.0,288.0,3,3,2,140,0,0,0,0,0,0,0,,0,Dec,2007,WD,Normal
2615,1-STORY 1946+,RL,,11027,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,28.0,3,3,CBlock,3,3,0,4,468.0,3,539.0,171.0,1178.0,GasA,4,1,5,1293,0,0,1293,1.0,0.0,2,0,2,1,3,5,0,0,0,Attchd,1954.0,2,2.0,452.0,3,3,2,280,0,0,0,0,0,0,0,,0,May,2006,WD,Normal
2616,1-STORY 1946+,RL,85.0,10533,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,3,4,CBlock,3,3,0,3,773.0,1,0.0,235.0,1008.0,GasA,3,1,5,1024,0,0,1024,1.0,0.0,1,0,2,1,4,5,0,2,3,Attchd,1956.0,1,1.0,313.0,3,3,2,0,0,0,0,280,0,0,0,,0,Aug,2006,WD,Normal
2617,1-STORY 1946+,RL,,11765,Pave,,1,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,3,3,CBlock,3,3,1,3,1127.0,1,0.0,490.0,1617.0,GasA,2,1,5,1797,0,0,1797,0.0,0.0,1,1,3,1,3,7,0,1,3,Attchd,1957.0,1,3.0,963.0,3,3,2,0,0,0,0,0,0,0,0,,0,June,2006,WD,Normal
2618,1-STORY 1946+,RL,,39384,Pave,,1,Low,3,CulDSac,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,3,3,CBlock,4,3,3,5,1110.0,1,0.0,595.0,1705.0,GasA,5,1,5,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,1,2,4,Attchd,1957.0,1,2.0,550.0,3,3,2,0,189,0,0,0,0,0,0,,0,Oct,2006,WD,Abnorml
2619,1-STORY 1946+,RL,90.0,11727,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1851.0,1851.0,GasA,4,1,5,1851,0,0,1851,0.0,0.0,2,0,3,1,3,8,0,1,3,Attchd,1969.0,3,2.0,506.0,3,3,2,0,146,0,0,0,0,0,0,,0,Mar,2006,WD,Normal
2620,2-STORY 1946+,RL,60.0,8238,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,0,6,700.0,1,0.0,113.0,813.0,GasA,5,1,5,813,712,0,1525,1.0,0.0,2,1,3,1,3,6,0,1,3,Attchd,1997.0,3,2.0,400.0,3,3,2,421,72,0,0,0,0,0,0,,0,May,2006,WD,Normal
2621,2-STORY 1946+,RL,,13041,Pave,,2,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,781.0,781.0,GasA,4,1,5,781,890,0,1671,0.0,0.0,2,1,3,1,3,7,0,1,3,Attchd,1995.0,3,2.0,423.0,3,3,2,0,84,0,0,0,0,0,0,,0,Feb,2006,WD,Normal
2622,2-STORY 1946+,RL,54.0,9783,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,821.0,821.0,GasA,4,1,5,821,955,0,1776,0.0,0.0,2,1,3,1,3,7,0,1,3,BuiltIn,1996.0,3,2.0,443.0,3,3,2,286,116,0,0,0,0,0,0,,0,May,2006,WD,Normal
2623,2-STORY 1946+,RL,50.0,13128,Pave,,1,HLS,3,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1074.0,1074.0,GasA,5,1,5,1074,990,0,2064,0.0,0.0,2,1,4,1,4,7,0,1,4,Attchd,2005.0,3,2.0,527.0,3,3,2,0,119,0,0,0,0,0,0,,0,Jan,2006,WD,Normal
2624,2-STORY 1946+,RL,42.0,13751,Pave,,1,HLS,3,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,4,3,PConc,4,3,2,6,60.0,1,0.0,1640.0,1700.0,GasA,5,1,5,1700,512,0,2212,1.0,0.0,2,1,3,1,4,9,0,1,4,Attchd,2006.0,3,3.0,773.0,3,3,2,237,38,0,0,115,0,0,0,,0,May,2006,New,Partial
2625,2-STORY PUD 1946+,RL,68.0,13108,Pave,,1,Lvl,3,Inside,0,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,2062.0,2062.0,GasA,5,1,5,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,0,0,0,Attchd,1994.0,3,2.0,618.0,3,3,2,168,12,0,0,0,0,0,0,,0,Dec,2006,WD,Normal
2626,1-STORY 1946+,RL,,8076,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,0,6,705.0,1,0.0,455.0,1160.0,GasA,4,1,5,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,0,1,3,Attchd,1993.0,3,2.0,402.0,3,3,2,0,26,0,0,144,0,0,3,,0,July,2006,WD,Normal
2627,1-STORY PUD 1946+,RL,30.0,3701,Pave,,1,Lvl,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,1191.0,1191.0,GasA,3,1,5,1204,0,0,1204,0.0,0.0,2,0,2,1,3,5,0,0,0,Attchd,1987.0,2,2.0,461.0,3,3,2,120,70,0,0,0,0,0,0,,0,Aug,2006,WD,Normal
2628,2-STORY 1946+,RL,59.0,16023,Pave,,1,HLS,3,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,4,5,PConc,5,3,3,6,1218.0,1,0.0,180.0,1398.0,GasA,5,1,5,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,0,1,4,BuiltIn,2005.0,3,3.0,670.0,3,3,2,182,37,0,0,0,0,0,0,,0,Mar,2006,New,Partial
2629,2-STORY 1946+,RL,60.0,18062,Pave,,1,HLS,3,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662.0,5,3,PConc,5,3,3,1,0.0,1,0.0,1528.0,1528.0,GasA,5,1,5,1528,1862,0,3390,0.0,0.0,3,1,5,1,5,10,0,1,5,BuiltIn,2006.0,3,3.0,758.0,3,3,2,204,34,0,0,0,0,0,0,,0,Sept,2006,New,Partial
2630,2-STORY 1946+,RL,63.0,12292,Pave,,1,HLS,3,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,4,3,PConc,5,4,3,6,205.0,1,0.0,889.0,1094.0,GasA,5,1,5,1102,1371,0,2473,0.0,0.0,2,1,4,1,4,11,0,1,4,BuiltIn,2006.0,3,3.0,675.0,3,3,2,246,39,0,0,0,0,0,0,,0,July,2006,New,Partial
2631,2-STORY 1946+,RL,82.0,16052,Pave,,1,Lvl,3,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,5,3,PConc,5,3,0,6,1206.0,1,0.0,644.0,1850.0,GasA,5,1,5,1850,848,0,2698,1.0,0.0,2,1,4,1,5,11,0,1,4,Attchd,2006.0,2,3.0,736.0,3,3,2,250,0,0,0,0,0,0,0,,0,July,2006,New,Partial
2632,2-STORY 1946+,RL,92.0,15922,Pave,,1,HLS,3,Corner,0,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,550.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1390.0,1390.0,GasA,5,1,5,1390,1405,0,2795,0.0,0.0,3,1,4,1,5,10,0,1,4,BuiltIn,2005.0,3,3.0,660.0,3,3,2,272,102,0,0,0,0,0,0,,0,Jan,2006,New,Partial
2633,1-STORY PUD 1946+,RL,60.0,8147,Pave,,0,HLS,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230.0,4,3,PConc,5,3,3,6,1191.0,1,0.0,523.0,1714.0,GasA,5,1,5,1714,0,0,1714,1.0,0.0,2,0,2,1,4,7,0,1,4,Attchd,2005.0,3,2.0,517.0,3,3,2,156,55,0,0,0,0,0,0,,0,Aug,2006,WD,Normal
2634,1-STORY 1946+,RL,90.0,18261,Pave,,1,HLS,3,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,5,3,PConc,5,3,3,6,1416.0,1,0.0,494.0,1910.0,GasA,5,1,5,2000,0,0,2000,1.0,0.0,2,1,3,1,5,8,0,2,4,Attchd,2005.0,1,3.0,722.0,3,3,2,351,102,0,0,123,0,0,0,,0,Sept,2006,WD,Normal
2635,SPLIT FOYER,RL,,10464,Pave,,1,Lvl,3,FR3,0,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,2,6,850.0,1,0.0,138.0,988.0,GasA,3,1,5,1102,0,0,1102,1.0,0.0,1,0,2,1,3,5,0,1,3,Attchd,1980.0,2,2.0,582.0,3,3,2,140,22,0,0,0,0,0,0,,0,June,2006,WD,Normal
2636,2-STORY 1946+,RL,81.0,10530,Pave,,0,Lvl,3,Inside,0,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,945.0,945.0,GasA,3,1,5,945,912,0,1857,0.0,0.0,2,1,4,1,3,8,0,1,3,Attchd,1978.0,2,2.0,482.0,3,3,2,400,105,0,0,0,0,0,4,,0,July,2006,WD,Normal
2637,SPLIT FOYER,RL,,9927,Pave,,1,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,WdShing,Stone,252.0,4,3,CBlock,5,3,3,6,1005.0,1,0.0,42.0,1047.0,GasA,3,1,5,1083,0,0,1083,1.0,0.0,1,0,2,1,3,5,0,1,2,Attchd,1976.0,2,2.0,596.0,3,3,2,444,0,40,0,0,0,0,0,,0,July,2006,WD,Normal
2638,2-STORY 1946+,FV,75.0,9512,Pave,,1,Lvl,3,Inside,0,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,5,788.0,1,0.0,172.0,960.0,GasA,5,1,5,960,1358,0,2318,1.0,0.0,2,1,3,1,4,8,0,1,5,BuiltIn,2005.0,3,2.0,541.0,3,3,2,0,246,0,0,0,0,0,0,,0,June,2006,New,Partial
2639,SPLIT OR MULTI-LEVEL,RL,81.0,10530,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,3,3,CBlock,3,2,0,5,548.0,1,0.0,127.0,675.0,GasA,3,1,5,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,0,1,3,Attchd,1975.0,2,2.0,485.0,3,3,2,48,28,0,0,0,0,0,0,,0,June,2006,WD,Normal
2640,1-STORY 1946+,RL,80.0,10000,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,3,3,CBlock,3,3,0,5,755.0,1,0.0,348.0,1103.0,GasA,3,1,5,1103,0,0,1103,0.0,0.0,2,0,3,1,3,6,0,0,0,Attchd,1974.0,1,2.0,462.0,3,3,2,295,84,0,0,0,0,0,2,,0,June,2006,WD,Normal
2641,1-STORY 1946+,RL,60.0,7200,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,3,20.0,3,620.0,224.0,864.0,GasA,3,1,5,874,0,0,874,0.0,1.0,1,0,3,1,3,5,0,0,0,Detchd,1995.0,1,2.0,576.0,3,3,2,63,0,0,0,0,0,0,0,,0,Mar,2006,WD,Normal
2642,1-STORY PUD 1946+,RH,26.0,8773,Pave,,2,Lvl,3,FR2,0,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,6,951.0,1,0.0,536.0,1487.0,GasA,5,1,5,1419,0,0,1419,1.0,0.0,2,0,2,1,4,4,0,0,0,Attchd,2002.0,3,2.0,543.0,3,3,2,196,68,0,0,0,0,0,0,,0,Sept,2006,WD,Normal
2643,2-STORY PUD 1946+,RM,24.0,2760,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,525.0,525.0,GasA,3,1,5,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,0,0,0,Detchd,1973.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,,0,Dec,2006,WD,Normal
2644,2-STORY PUD 1946+,RM,24.0,2160,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,0,2,402.0,1,0.0,363.0,765.0,GasA,4,1,5,765,600,0,1365,0.0,0.0,1,1,3,1,4,7,1,1,2,Attchd,1973.0,1,2.0,440.0,3,3,2,0,36,0,0,0,0,0,0,,0,June,2006,WD,Normal
2645,2-STORY PUD 1946+,RM,21.0,1890,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,3,3,CBlock,3,3,0,5,282.0,1,0.0,212.0,494.0,GasA,5,1,5,494,536,0,1030,0.0,0.0,1,1,3,1,3,6,0,0,0,Detchd,1973.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,,0,July,2006,WD,Normal
2646,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,0,5,276.0,1,0.0,207.0,483.0,GasA,3,1,5,483,465,0,948,0.0,0.0,1,1,2,1,3,5,0,0,0,Detchd,1972.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,,0,July,2006,WD,Normal
2647,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,0,4,382.0,1,0.0,143.0,525.0,GasA,4,1,5,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,0,0,0,Detchd,1972.0,1,1.0,264.0,3,3,2,352,0,0,0,0,0,0,4,,0,Oct,2006,WD,Normal
2648,1-STORY PUD 1946+,RL,53.0,4043,Pave,,0,Lvl,3,Inside,0,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,5,727.0,4,156.0,186.0,1069.0,GasA,4,1,5,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,0,1,1,Attchd,1975.0,2,2.0,440.0,3,3,2,0,55,0,0,225,0,0,0,,0,July,2006,WD,Normal
2649,1-STORY 1946+,RL,65.0,7514,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,373.0,3,108.0,462.0,943.0,GasA,3,1,5,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,0,1,3,Attchd,1974.0,2,1.0,300.0,3,3,2,0,0,240,0,0,0,0,0,,0,Sept,2006,WD,Normal
2650,1-STORY PUD 1946+,RL,24.0,2280,Pave,,0,Lvl,3,FR2,0,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0.0,3,3,CBlock,3,3,0,5,120.0,4,492.0,443.0,1055.0,GasA,3,1,5,1055,0,0,1055,1.0,0.0,2,0,2,1,3,4,0,0,0,Attchd,1976.0,1,1.0,319.0,3,3,2,0,29,0,0,0,0,0,0,,0,Apr,2006,WD,Normal
2651,2-STORY PUD 1946+,RL,24.0,2179,Pave,,0,Lvl,3,Inside,0,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0.0,3,3,CBlock,4,3,0,5,70.0,1,0.0,785.0,855.0,GasA,4,1,5,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,0,1,3,Attchd,1976.0,2,2.0,460.0,3,3,2,0,28,0,0,0,0,0,0,,0,July,2006,WD,Normal
2652,2-STORY 1946+,RL,72.0,16387,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,5,4,0,6,1369.0,1,0.0,369.0,1738.0,GasA,4,1,5,1738,851,0,2589,1.0,0.0,2,1,4,1,5,11,0,1,4,Attchd,2006.0,2,3.0,831.0,3,3,2,0,0,0,0,0,0,0,0,,0,Aug,2006,New,Partial
2653,1-STORY 1946+,RL,110.0,16163,Pave,,0,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1618.0,1618.0,GasA,5,1,5,1618,0,0,1618,0.0,0.0,2,0,2,1,4,6,0,1,4,Attchd,2004.0,3,3.0,880.0,3,3,2,0,0,0,0,0,0,0,0,,0,July,2006,WD,Normal
2654,1-STORY 1946+,RL,108.0,12228,Pave,,0,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,5,4,0,1,0.0,1,0.0,1721.0,1721.0,GasA,5,1,5,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,0,0,0,Attchd,2006.0,2,3.0,874.0,3,3,2,0,43,0,0,0,0,0,0,,0,Sept,2006,New,Partial
2655,1-STORY 1946+,RL,120.0,14780,Pave,,1,HLS,3,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5,3,3,6,1505.0,1,0.0,363.0,1868.0,GasA,5,1,5,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,0,1,4,Attchd,2005.0,3,3.0,1085.0,3,3,2,354,56,0,0,156,0,0,0,,0,June,2006,WD,Normal
2656,2-STORY 1946+,RL,120.0,13975,Pave,,1,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1090.0,1090.0,GasA,5,1,5,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,0,1,4,BuiltIn,2005.0,3,3.0,670.0,3,3,2,148,95,0,0,0,0,0,0,,0,Aug,2006,New,Partial
2657,2-STORY 1946+,RL,82.0,9942,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,5,3,PConc,5,4,2,6,1290.0,1,0.0,316.0,1606.0,GasA,5,1,5,1625,466,0,2091,1.0,0.0,2,1,3,1,5,8,0,1,4,Attchd,2005.0,2,2.0,521.0,3,3,2,194,84,0,0,0,0,0,0,,0,May,2006,New,Partial
2658,2-STORY 1946+,RL,103.0,12867,Pave,,1,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1209.0,1209.0,GasA,5,1,5,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,0,1,4,Attchd,2005.0,3,2.0,575.0,3,3,2,243,142,0,0,0,0,0,0,,0,July,2006,New,Partial
2659,2-STORY 1946+,RL,82.0,10672,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1054.0,1054.0,GasA,4,1,5,1054,1335,0,2389,0.0,0.0,2,1,4,1,4,10,0,1,4,BuiltIn,2006.0,3,3.0,672.0,3,3,2,176,64,0,0,0,0,0,0,,0,Nov,2006,New,Partial
2660,2-STORY 1946+,RL,82.0,11643,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,4,3,PConc,5,3,2,6,880.0,1,0.0,644.0,1524.0,GasA,5,1,5,1544,814,0,2358,1.0,0.0,2,1,4,1,5,10,0,1,4,BuiltIn,2005.0,3,3.0,784.0,3,3,2,120,34,0,0,0,0,0,0,,0,Aug,2006,New,Partial
2661,1-STORY 1946+,RL,121.0,13758,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,5,3,PConc,5,3,3,6,1232.0,1,0.0,560.0,1792.0,GasA,5,1,5,1792,0,0,1792,1.0,0.0,2,0,2,1,4,6,0,1,4,Attchd,2005.0,2,3.0,925.0,3,3,2,204,49,0,0,0,0,0,0,,0,Mar,2006,New,Partial
2662,1-STORY 1946+,RL,131.0,14828,Pave,,1,Lvl,3,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,5,3,PConc,5,3,3,6,1383.0,1,0.0,397.0,1780.0,GasA,5,1,5,1780,0,0,1780,1.0,0.0,2,0,2,1,5,7,0,1,4,Attchd,2004.0,3,3.0,816.0,3,3,2,144,68,0,0,0,0,0,0,,0,Aug,2006,WD,Normal
